species,adult_mob,wcol,log_l,log_f,age_mat,troph
acanthurus polyzona,mob,rf,2.3979,10.87849,6.9061840000000005,2.3455172413793104
acanthurus pyroferus,mob,rf,3.12236,12.664218,7.257094,2
acanthurus randalli,mob,rf,2.89037,11.653955999999999,4.56982,2
acanthurus reversus,mob,rf,3.52636,10.351098,6.622184,2.3455172413793104
acanthurus sohal,mob,rf,3.64284,12.64465,2.195072,2
acanthurus tennentii,mob,rf,3.41773,11.810524,2.752364,2
acanthurus thompsoni,mob,rf,3.01062,13.697116,6.7,3.64
acanthurus tractus,mob,rf,2.99573,12.877302,2.913638,2
acanthurus triostegus,mob,rf,3.1638710000000003,12.553808,2.57355,2.78
acanthurus tristis,mob,rf,3.19663,11.366731999999999,4.33491,2.3455172413793104
acanthurus xanthopterus,mob,rf,4.04305,13.30998,2.7,2.87
acantorna tahoma,ses,rf,5.1175440000000005,5.75646,1.75,2
acarnus bergquistae,ses,ben,0.751615,5.75646,1.75,2
acarnus bicladotylotus,ses,ben,1.462644,5.75646,1.75,2
acarnus caledoniensis,ses,ben,1.109966,5.75646,1.75,2
acarnus claudei,ses,ben,0.8817280000000001,5.75646,1.75,2
acarnus deweerdtae,ses,rf,1.23194,5.75646,1.75,2
acarnus erithacus,ses,ben,1.38629,5.75646,1.75,2
acarnus guentheri,ses,rf,1.559015,5.75646,1.75,2
acarnus hoshinoi,ses,rf,1.4714690000000001,5.75646,1.75,2
acarnus innominatus,ses,ben,1.089674,5.75646,1.75,2
acarnus levii,ses,rf,1.654728,5.75646,1.75,2
acarnus michoacanensis,ses,rf,1.780448,5.75646,1.75,2
acarnus nicoleae,ses,ben,1.111988,5.75646,1.75,2
acarnus oaxaquensis,ses,rf,1.852135,5.75646,1.75,2
acarnus peruanus,ses,rf,1.648273,5.75646,1.75,2
acarnus primigenius,ses,ben,1.856216,5.75646,1.75,2
acarnus radovani,ses,rf,1.567975,5.75646,1.75,2
acarnus sabulum,ses,rf,1.693698,5.75646,1.75,2
acarnus souriei,ses,rf,1.603644,5.75646,1.75,2
acarnus tener,ses,rf,1.706605,5.75646,1.75,2
acarnus tenuis,ses,rf,1.285839,5.75646,1.75,2
acarnus ternatus,ses,ben,1.499106,5.75646,1.75,2
acarnus thielei,ses,rf,1.833903,5.75646,1.75,2
acarnus topsenti,ses,rf,1.760505,5.75646,1.75,2
acarnus tortilis,ses,rf,1.263525,5.75646,1.75,2
acarnus toxeata,ses,rf,1.874449,5.75646,1.75,2
acarnus wolffgangi,ses,ben,1.652355,5.75646,1.75,2
acarobythites larsonae,sed,rf,0.92426,6.158825,1.75,2.9817076573062846
acartia bifilosa,mob,pel,-1.834322,3.396412,3.446,2
acartia clausi,mob,ben,-1.870786,3.567892,3.346,2
acartia danae,mob,pel,0.67662,5.150646,2.01555,2
acartia discaudata,mob,ben,-0.9867360000000001,5.071866,3.36955,2
acartia erythraea,mob,pel,-0.628386,3.792284,2.93368,2
acartia hudsonica,mob,pel,-0.5801040000000001,5.1024639999999994,3.50368,2
acartia lilljeborgii,mob,pel,-2.247058,4.582376,3.086,2
acartia longiremis,mob,pel,-0.8858340000000001,4.42787,2.96955,2
acartia negligens,mob,pel,-1.597374,4.883974,2.01555,2
acartia pacifica,mob,pel,-1.7571539999999999,3.492712,3.40368,2
acartia spinata,mob,pel,-0.42157,3.567892,3.21013,2
acartia spinicauda,mob,pel,-1.9996,5.216686,3.446,2
acartia tonsa,mob,pel,-0.322238,4.678398,3.30955,2
acartia tumida,mig,pel,-1.527948,3.695984,4.346,2
acaudina bacilla,sed,ben,2.453606,13.81551,3,2.344
acaudina demissa,sed,ben,1.78163,13.81551,3,2.4513333333333334
acaudina leucoprocta,sed,ben,2.68429,13.81551,3,2.596
acaudina molpadioides,sed,ben,2.70805,13.81551,3,2.217
acaudina pellucida,sed,ben,1.8549579999999999,13.81551,3,2.336
acaudina punctata,sed,ben,2.521808,13.81551,3,2.217
acaudina rosettis,sed,ben,2.228212,13.81551,3,2.636
acaudina suspecta,sed,ben,1.7494560000000001,13.81551,3,2.217
accalathura avena,mob,rf,-0.7424820000000001,5.758316000000001,3.46781,3.285
accalathura barnardi,mob,rf,0.468564,7.818568,3.646,3.285
accalathura bassi,mob,rf,-0.19552799999999998,7.8976619999999995,2.6931,3.285
accalathura borradailei,mob,rf,-0.399198,5.607908,3.546,3.285
accalathura crenulata,mob,ben,0.49855599999999994,6.931336,2.6931,3.285
accalathura dimeria,mob,rf,-0.21439400000000003,6.2817419999999995,3.446,3.285
accalathura eulalia,mob,rf,0.545854,5.75505,2.4913600000000002,3.285
accalathura gigantissima,mob,rf,1.688208,6.398826,2.546,3.285
accalathura gigas,mob,ben,-0.784016,6.8412299999999995,3.41013,3.285
accalathura hastata,mob,ben,1.625254,7.67771,2.56955,3.285
accalathura indica,mob,rf,0.20649399999999998,8.16514,2.454,3.285
accalathura maculata,mob,ben,0.704434,7.103164,4.246,3.285
accalathura normani,mob,rf,0.562284,6.3130619999999995,4.346,3.285
accalathura ochotensis,mob,rf,1.6478059999999999,7.64911,3.00368,3.285
accalathura oryza,mob,rf,-0.873198,5.830278,3.40368,3.285
accalathura phuketensis,mob,ben,0.6609200000000001,7.389798,4.076,3.285
accalathura poa,mob,rf,-0.348214,7.572757999999999,2.946,3.285
accalathura sehima,mob,rf,1.539148,7.499968,2.53368,3.285
accalathura setosa,mig,rf,1.744018,6.4685559999999995,2.292,3.285
accalathura singularia,mob,ben,0.26384399999999997,5.882374,3.13368,3.285
accalathura sladeni,mob,rf,1.699136,6.175208,2.56955,3.285
accalathura spathia,mob,rf,-0.524736,6.141973999999999,3.41013,3.285
accalathura themeda,mob,ben,-0.35983000000000004,8.062664,2.6931,3.285
accalathura triodea,mob,rf,-0.46490200000000004,6.378098,3.40368,3.285
accalathura vulpia,mob,rf,-0.9144979999999999,7.8682859999999994,3.40368,3.285
accalathura wardae,mob,ben,2.3165240000000002,6.3307519999999995,2.70368,3.285
accalathura zoisia,mob,rf,-0.702604,5.722304,3.33368,3.285
acentrogobius audax,sed,ben,2.30259,9.270731999999999,0.5,3.5433333333333334
acentrogobius caninus,sed,ben,2.63906,7.946578,1.6,3.5
acentrogobius cenderawasih,sed,rf,1.42552,6.859514,3.44471,3.5433333333333334
acentrogobius chlorostigmatoides,sed,ben,2.37491,7.416186,3.5,3.5433333333333334
acentrogobius cyanomos,sed,bp,2.34181,9.043946,5.241302,3.5433333333333334
acentrogobius dayi,sed,ben,2.3979,8.408184,3.4,3.5433333333333334
acentrogobius ennorensis,sed,ben,1.75786,7.212134,0.6,3.5433333333333334
acentrogobius griseus,sed,ben,2.07944,8.4809,3.396956,3.5433333333333334
acentrogobius janthinopterus,sed,rf,2.52573,8.311716,1.5,3.5433333333333334
acentrogobius limarius,sed,ben,1.21788,8.722908,0.4,3.5433333333333334
acentrogobius masoni,sed,ben,1.608522,7.410952,1.04471,3.5433333333333334
acentrogobius moloanus,sed,ben,2.07944,8.776886,3.7,4.2
acentrogobius multifasciatus,sed,ben,1.440774,6.540865999999999,0.6,3.5433333333333334
acentrogobius nebulosus,sed,rf,2.89037,8.845376,0.83413,3.5433333333333334
acentrogobius pflaumii,sed,ben,1.802063,8.569789,0.743413,2.93
acentrogobius simplex,sed,ben,2.30259,8.663912,1.5,3.5433333333333334
acentrogobius suluensis,sed,ben,1.19392,8.915852,0.943414,3.5433333333333334
acentrogobius vanderloosi,sed,ben,1.56235,9.21357,1.54471,3.5433333333333334
acentrogobius viganensis,sed,ben,1.614766,5.952878,0.4,3.5433333333333334
acentrogobius violarisi,sed,ben,1.21194,6.317424,1.04471,3.5433333333333334
acentrogobius viridipunctatus,sed,ben,2.66723,7.702692,3.44471,3.5433333333333334
acentronura breviperula,sed,rf,1.60944,5.3819975,0.5,3.75
acentronura gracilissima,sed,rf,3.30322625,5.3819975,0.5,3.75
acentronura tentaculata,sed,rf,1.84055,5.3819975,0.5,3.75
acentrophryne dolichonema,sed,pel,2.4083,11.521484000000001,7.068,3.80425
acentrophryne longidens,sed,pel,1.60944,11.914914,4.116516,3.741983329518636
aceste bellidifera,mob,ben,2.185076,13.81551,3,2.401
aceste ovata,mob,ben,2.524731,13.81551,3,2.4285
aceste weberi,mob,ben,2.43477,13.81551,3,2.6165
acetes americanus,mig,pel,0.33606400000000003,10.484488,3.78768,2.545
acetes binghami,mig,pel,-1.528346,9.037212,4.008,2.545
acetes chinensis,mig,pel,1.335,8.103838,2.87949,2.545
acetes erythraeus,mob,bp,1.23837,9.74867,4.116408,2.83
acetes indicus,mob,pel,1.08248,9.082736,3.73155,2.545
acetes intermedius,mig,pel,1.10691,9.296156,4.62355,2.26
acetes japonicus,mig,pel,0.61519,9.035042,3.62355,2.545
acetes johni,mig,pel,-0.315354,8.681824,2.921134,2.545
acetes marinus,mig,pel,0.20261999999999988,9.971202,3.308,2.545
acetes natalensis,mob,pel,-1.00505,8.77905,3.98768,2.545
acetes serrulatus,mig,pel,0.9505,7.820626,4.13413,2.545
acetes sibogae,mig,bp,0.8763,10.037598,4.02355,2.545
acetes vulgaris,mig,pel,0.95551,9.059968,3.83413,2.545
achaetobonellia maculata,sed,ben,2.17816,6.377923999999999,3,2
acheilognathus macropterus,mob,bp,2.50553,12.72886,3.058728,3.01
acheilognathus tabira,mob,bp,1.9981,11.889312,3.076182,3.0256
achelia adelpha,mob,ben,-1.823472,3.4538800000000003,3,3.975
achelia alaskensis,mob,ben,0,3.4538800000000003,3,3.975
achelia anomala,mob,ben,-1.8357946666666667,3.4538800000000003,3,3.975
achelia armata,mob,rf,-1.8326886666666666,3.4538800000000003,3,3.975
achelia aspera,mob,ben,-1.3281013333333334,3.4538800000000003,3,3.975
achelia assimilis,mob,rf,-1.96611,3.4538800000000003,3,3.975
achelia australiensis,mob,ben,-1.4636546666666668,3.4538800000000003,3,3.975
achelia barnardi,mob,ben,-1.4248453333333333,3.4538800000000003,3,3.975
achelia besnardi,mob,ben,-1.4715613333333335,3.4538800000000003,3,3.975
achelia bituberculata,mob,ben,-1.3680793333333334,3.4538800000000003,3,3.975
achelia borealis,mob,ben,-1.5344326666666668,3.4538800000000003,3,3.975
achelia boschi,mob,ben,-1.655518,3.4538800000000003,3,3.975
achelia brevicauda,mob,ben,-1.5641193333333334,3.4538800000000003,3,3.975
achelia brevirostris,mob,ben,-1.5631786666666667,3.4538800000000003,3,3.975
achelia bullosa,mob,ben,-1.752492,3.4538800000000003,3,3.975
achelia chelata,mob,ben,-2.34411,3.4538800000000003,3,3.975
achelia columnaris,mob,ben,-1.5529933333333334,3.4538800000000003,3,3.975
achelia communis,mob,ben,-1.6435073333333334,3.4538800000000003,3,3.975
achelia crurispinifera,mob,ben,-1.7880913333333335,3.4538800000000003,3,3.975
achelia cuneatis,mob,rf,-1.8283746666666667,3.4538800000000003,3,3.975
achelia curticauda,mob,rf,-1.4604213333333333,3.4538800000000003,3,3.975
achelia deodata,mob,ben,-1.8516173333333334,3.4538800000000003,3,3.975
achelia discoidea,mob,rf,-1.623708,3.4538800000000003,3,3.975
achelia dohrni,mob,ben,-2.1780646666666668,3.4538800000000003,3,3.975
achelia echinata,mob,ben,-1.4223546666666667,3.4538800000000003,3,3.58
achelia euryfrontalis,mob,rf,-1.95531,3.4538800000000003,3,3.975
achelia fernandeziana,mob,ben,-2.33047,3.4538800000000003,3,3.975
achelia gracilipes,mob,ben,-1.4182786666666667,3.4538800000000003,3,3.975
achelia gracilis,mob,ben,-1.3153873333333335,3.4538800000000003,3,3.975
achelia hariettae,mob,ben,-1.9070053333333334,3.4538800000000003,3,3.975
achelia hoekii,mob,ben,-1.4585026666666667,3.4538800000000003,3,3.975
achelia japonica,mob,rf,-1.587628,3.4538800000000003,3,3.975
achelia kiiensis,mob,ben,-1.5397033333333334,3.4538800000000003,3,3.975
achelia kurilensis,mob,ben,-1.8608426666666666,3.4538800000000003,3,3.975
achelia laevis,mob,ben,-1.7860326666666666,3.4538800000000003,3,3.975
achelia lagena,mob,ben,-2.5289573333333335,3.4538800000000003,3,3.975
achelia lagenaria,mob,ben,-1.7024453333333334,3.4538800000000003,3,3.975
achelia langi,mob,ben,-1.8484180000000001,3.4538800000000003,3,3.975
achelia latifrons,mob,ben,-1.730462,3.4538800000000003,3,3.975
achelia megova,mob,ben,0.09531,3.4538800000000003,3,3.975
achelia mixta,mob,ben,-1.3924593333333333,3.4538800000000003,3,3.975
achelia nana,mob,ben,-1.595324,3.4538800000000003,3,3.975
achelia neotenica,mob,ben,-1.9952506666666667,3.4538800000000003,3,3.975
achelia orientalis,mob,ben,-2.230701333333333,3.4538800000000003,3,3.975
achelia orpax,mob,ben,-1.6889266666666667,3.4538800000000003,3,3.975
achelia ovosetosa,mob,ben,0.76547,3.4538800000000003,3,3.975
achelia parvula,mob,ben,-1.8233413333333333,3.4538800000000003,3,3.975
achelia pribilofensis,mob,ben,-2.2957086666666666,3.4538800000000003,3,3.975
achelia quadridentata,mob,ben,-2.163774,3.4538800000000003,3,3.975
achelia rostrata,mob,rf,-1.95334,3.4538800000000003,3,3.975
achelia salebrosa,mob,ben,-1.4095140000000002,3.4538800000000003,3,3.975
achelia sawayai,mob,ben,-1.6190273333333334,3.4538800000000003,3,3.975
achelia scabra,mob,ben,-1.5917146666666666,3.4538800000000003,3,3.975
achelia segmentata,mob,ben,-1.5078606666666667,3.4538800000000003,3,3.975
achelia serratipalpis,mob,ben,-1.407198,3.4538800000000003,3,3.975
achelia setulosa,mob,ben,-1.316776,3.4538800000000003,3,3.975
achelia shepherdi,mob,ben,-1.5343093333333333,3.4538800000000003,3,3.975
achelia simplex,mob,ben,-2.1438406666666667,3.4538800000000003,3,3.975
achelia simplissima,mob,ben,-1.919378,3.4538800000000003,3,3.975
achelia socors,mob,ben,-1.3896713333333333,3.4538800000000003,3,3.975
achelia spatula,mob,ben,-1.427764,3.4538800000000003,3,3.975
achelia spicata,mob,ben,-2.0433673333333333,3.4538800000000003,3,3.975
achelia spinosa,mob,ben,-1.462532,3.4538800000000003,3,3.975
achelia spinoseta,mob,ben,-1.8788593333333334,3.4538800000000003,3,3.975
achelia sufflata,mob,ben,-1.613802,3.4538800000000003,3,3.975
achelia superba,mob,ben,-1.827864,3.4538800000000003,3,3.975
achelia tenuipes,mob,ben,-0.9703173333333334,3.4538800000000003,3,3.975
achelia transfuga,mob,ben,-1.231454,3.4538800000000003,3,3.975
achelia transfugoides,mob,ben,-2.02674,3.4538800000000003,3,4.37
achelia turba,mob,ben,-1.2635113333333334,3.4538800000000003,3,3.975
achelia vulgaris,mob,ben,-1.406782,3.4538800000000003,3,3.975
achelia watamu,mob,ben,-1.9202766666666666,3.4538800000000003,3,3.975
acheliana tropicalis,mob,ben,-1.9832186666666667,3.4538800000000003,3,3.724942857142857
acheliderma fistulatum,ses,rf,1.290717,5.75646,1.75,2
acheliderma fulvum,ses,rf,2.09293,5.75646,1.75,2
acheliderma lemniscatum,ses,rf,2.306197,5.75646,1.75,2
acheliderma lisannae,ses,rf,1.625959,5.75646,1.75,2
acheliderma planum,ses,rf,2.236438,5.75646,1.75,2
achelous acuminatus,mig,ben,1.825445,13.81551,3,3.061
achelous affinis,mig,ben,1.6404839999999998,13.81551,3,3.061
achelous angustus,mig,ben,1.866869,13.81551,3,3.061
achelous asper,mig,ben,2.115902,13.81551,3,3.061
achelous binoculus,mig,bp,1.950774,13.81551,3,3.061
achelous brevimanus,mig,ben,1.257567,13.81551,3,3.061
achelous depressifrons,mig,rf,1.669502,13.81551,3,3.061
achelous floridanus,mig,ben,2.041904,13.81551,3,3.061
achelous gibbesii,mig,bp,1.999202,13.81551,3,3.061
achelous guaymasensis,mig,ben,1.99658,13.81551,3,3.061
achelous hastatus,mig,ben,1.41099,13.81551,3,3.061
achelous iridescens,mig,ben,2.038428,13.81551,3,3.061
achelous isolamargaritensis,mig,ben,1.759544,13.81551,3,3.061
achelous minimus,mig,ben,2.07575,13.81551,3,3.061
achelous ordwayi,mig,bp,0.05827,13.81551,3,3.061
achelous panamensis,mig,ben,1.653959,13.81551,3,3.061
achelous pichilinquei,mig,ben,1.808976,13.81551,3,3.061
achelous rufiremus,mig,ben,1.350416,13.81551,3,3.061
achelous sebae,mig,bp,2.020698,13.81551,3,3.061
achelous spinicarpus,mig,bp,1.45629,13.81551,3,3.061
achelous spinimanus,mig,bp,2.21812,13.81551,3,3.061
achelous stanfordi,mig,ben,1.901821,13.81551,3,3.061
achelous tuberculatus,mig,ben,2.081543,13.81551,3,3.061
achelous tumidulus,mig,ben,1.735871,13.81551,3,3.061
achelous xantusii,mig,ben,2.0149,13.81551,3,3.061
acheronaster tumidus,mob,ben,3.487814,6.907755,2.826621,3.1189999999999998
achiridota inermis,mob,ben,1.719386,11.512926,3,3.048
achiridota profunda,mob,ben,1.580842,11.052408,3,2.918
achiridota smirnovi,mob,ben,1.44422,11.512926,3,2.84
achiroides leucorhynchos,mob,ben,2.07944,13.81551,3.6666666666666665,3.5
achiroides melanorhynchus,mob,ben,2.63906,13.81551,3.6666666666666665,3.5
achiropsetta tricholepis,mob,ben,3.66356,13.81551,3.6666666666666665,3.37
achirus achirus,mob,ben,3.49651,13.81551,3.6666666666666665,4.01
achirus declivis,mob,ben,2.89037,13.81551,3.6666666666666665,3.5375
achirus klunzingeri,mob,ben,3.13549,13.81551,3.6666666666666665,3.5375
achirus lineatus,mob,rf,2.63189,13.81551,3.6666666666666665,3.67
achirus mazatlanus,mob,ben,3.07038,13.81551,3.6666666666666665,3.2
achirus mucuri,mob,bp,2.20055,13.81551,3.6666666666666665,3.5375
achirus scutum,mob,ben,3.3322,13.81551,3.6666666666666665,3.27
achirus zebrinus,mob,ben,2.645814,13.81551,3.6666666666666665,3.5375
achoerodus gouldii,mob,rf,4.117847,11.378815999999999,10.789525,3.78
achoerodus viridis,mob,rf,3.338326,11.065297,7.4,3.78
aciculites ciliata,ses,ben,1.301539,5.75646,1.75,2
aciculites cribrophora,ses,rf,1.004497,5.75646,1.75,2
aciculites higginsii,ses,ben,1.5566440000000001,5.75646,1.75,2
aciculites manawatawhi,ses,ben,1.117504,5.75646,1.75,2
aciculites mediterranea,ses,rf,1.12332,5.75646,1.75,2
aciculites orientalis,ses,ben,1.399783,5.75646,1.75,2
aciculites oxytylota,ses,ben,1.326386,5.75646,1.75,2
aciculites papillata,ses,ben,1.279385,5.75646,1.75,2
aciculites pulchra,ses,ben,1.3381640000000001,5.75646,1.75,2
aciculites spinosa,ses,rf,1.2793860000000001,5.75646,1.75,2
aciculites sulcus,ses,ben,1.081038,5.75646,1.75,2
aciculites tulearensis,ses,ben,1.344617,5.75646,1.75,2
acipenser baerii,mob,ben,4.64871,12.744947777777778,13.9786096,3.185000014305115
acipenser brevirostrum,mob,ben,4.96284,10.905915,6.99432,3.25
acipenser fulvescens,mob,ben,4.7185,13.249205,24.190316666666668,3.2799999713897705
acipenser gueldenstaedtii,mob,ben,5.4161,13.81303,9.767925,3.63
acipenser medirostris,mig,ben,5.09375,14.361434,9.795572,3.52
acipenser mikadoi,mob,ben,5.01064,14.168556,15.143692,3.5139999990463258
acipenser naccarii,mob,ben,3.81223,14.690612666666667,8.124124,3.35
acipenser nudiventris,mob,ben,5.35186,13.68119,12.5142075,3.33
acipenser oxyrinchus,mob,ben,5.38907,15.1388,15.711378571428572,3.325
acipenser persicus,mob,ben,4.182356,14.499417333333334,13.284994,3.72
acipenser ruthenus,mob,ben,4.46591,11.8494,5.146191666666667,3.6
acipenser schrenckii,mob,ben,5.23644,13.17177,8.56724,4.35
acipenser sinensis,mob,ben,4.86753,14.08018,15.91811,3.5
acipenser stellatus,mob,ben,5.31321,12.79386,7.7781625000000005,3.54
acipenser sturio,mob,ben,5.75574,14.3016375,11.3296125,3.51
acipenser transmontanus,mob,ben,5.56452,14.329605,20.25941,3.62
acirsa borealis,mob,ben,1.19392,8.35862,5.13181,3.18535
aclis angulata,sed,ben,-1.60944,13.81551,4.8742,3.151996153846154
aclis conula,sed,ben,-0.99425,13.120694,4.92239,3.10775
aclis didyma,sed,ben,-1.51413,12.2037,5.02239,3.273796153846154
aclis eolis,sed,ben,-0.91629,12.779944,4.52942,3.351996153846154
aclis floridana,sed,ben,-1.23787,12.126306000000001,4.3581579999999995,3.30575
aclis gittenbergeri,sed,ben,-1.7148,10.59189,4.827578,3.264446153846154
aclis hendersoni,sed,ben,-0.69315,10.59189,5.02,3.2794
aclis immaculata,sed,ben,-1.13943,13.47476,4.25381,3.32775
aclis kanela,mob,ben,-1.66073,12.480372000000001,4.71181,2.9716
aclis limata,sed,ben,-0.91629,13.120694,4.2942,3.25575
aclis marguerita,sed,ben,-0.05129,11.508884,3.64439,3.0739961538461538
aclis pyramida,sed,ben,-1.60944,10.292318,4.21181,3.213396153846154
aclis rhyssa,sed,ben,-0.51083,14.037688000000001,5.329968,3.4433
aclis rushi,sed,ben,-1.30933,13.120694,4.79659,3.09955
aclis sarissa,sed,ben,-0.595035,11.050387,4.6381,3.159098076923077
aclis simillima,sed,ben,-1.38629,12.779944,4.44594,3.279996153846154
aclis stilifer,sed,ben,-1.03972,13.756224,4.6681,3.355098076923077
aclis tenuis,ses,ben,-0.96758,13.120694,4.747578,3.279996153846154
acmaturris brisis,ses,ben,-0.18633,10.59189,4.44594,3.261
acmaturris pelicanus,ses,ben,-0.82098,10.292318,3.793128,3.228246153846154
acodontaster capitatus,mob,ben,2.074995,6.907755,3,3
acodontaster conspicuus,mob,ben,2.227504,6.907755,2.653242,3
acodontaster elongatus,mob,ben,2.206617,6.907755,2.653242,3
acodontaster hodgsoni,mob,ben,2.378333,6.907755,2.826621,3
acodontaster marginatus,mob,rf,2.508387,6.907755,3,3
acreichthys hajam,mob,ben,1.94591,10.576559999999999,1.794,2.97
acreichthys radiatus,mob,rf,1.94591,9.73815,1.94,2.97
acreichthys tomentosus,mob,rf,2.46385,11.983065999999999,4.576182,2.97
acrocalanus andersoni,mob,pel,-1.898968,3.315318,3.046,2
acrocalanus gibber,mob,pel,-2.802258,2.9993440000000002,3.646,2
acrocalanus gracilis,mob,pel,-0.8514640000000001,5.000286,2.84368,2
acrocalanus longicornis,mob,pel,-2.071966,4.841608,3.12723,2
acrocalanus monachus,mob,pel,-3.051502,3.643072,3.346,2
acrochordus arafurae,mob,bp,4.339834,1.15129,3,4.5
acrochordus granulatus,mob,bp,4.36628,1.15129,3,4.5
acrochordus javanicus,mob,ben,4.149038666666667,1.15129,3,4.5
acrocnida brachiata,mob,ben,0.670724,10.93728,2.826621,2
acrocnida fuscoalba,mob,rf,0.5890690000000001,10.93728,3,2
acrocnida semisquamata,mob,rf,0.642715,10.93728,3,2
acrocnida spatulispina,mob,rf,0.390541,10.93728,3,2
acromegalomma acrophthalmos,ses,bp,2.000969,5.007529999999999,3,2
acromegalomma adriaticum,ses,bp,2.004865,5.007529999999999,3,2
acromegalomma bioculatum,ses,bp,2.414301,5.007529999999999,3,2
acromegalomma carunculatum,ses,bp,2.124443,5.007529999999999,3,2
acromegalomma cinctum,ses,bp,2.2432659999999998,5.007529999999999,3,2
acromegalomma circumspectum,ses,bp,2.406841,5.007529999999999,3,2
acromegalomma claparedei,ses,bp,2.188694,5.007529999999999,3,2
acromegalomma coloratum,ses,bp,2.379649,5.007529999999999,3,2
acromegalomma fauchaldi,ses,bp,2.083451,5.007529999999999,3,2
acromegalomma georgiense,ses,bp,2.068808,5.007529999999999,3,2
acromegalomma gesae,ses,ben,1.936222,5.007529999999999,3,2
acromegalomma heterops,ses,bp,2.06346,5.007529999999999,3,2
