species,gf_level,depth_pc1,depth_pc2,log_l,mob_score,repr_pc1,repr_pc2,troph,troph_se,k_group,p_group
chrysiptera galba,2.2333333333333334,-0.9983383594203699,-0.30452412838169246,0.8450980400142568,1.25,-1.2839077663781755,-0.4305074433292991,2.7290909108248624,0.28394545454545456,h,m
chrysiptera giti,2.2333333333333334,-0.9983383594203699,-0.30452412838169246,0.5563025007672873,1.25,-1.2839077663781755,-0.4305074433292991,2.7290909108248624,0.28394545454545456,h,h
chrysiptera glauca,1.9833333333333334,-0.9983383594203699,-0.30452412838169246,1.0606978403536118,1.25,-1.2839077663781755,-0.4305074433292991,3.2100000381469727,0.4668,h,m
chrysiptera hemicyanea,1.9833333333333334,-0.9983383594203699,-0.30452412838169246,0.8450980400142568,1.25,-1.2839077663781755,-0.4305074433292991,2.43,0.23,f,m
chrysiptera kuiteri,1.9833333333333334,-0.9983383594203699,-0.30452412838169246,0.8750612633917001,1.25,-1.2839077663781755,-0.4305074433292991,3.4,0.45,h,m
chrysiptera maurineae,2.4916666666666667,-1.0392959919018177,-0.30086769050286016,0.8121059913659423,1.25,-1.1989784792309215,-0.48704947678601157,2.7290909108248624,0.28394545454545456,h,m
chrysiptera niger,2.2333333333333334,-0.9983383594203699,-0.30452412838169246,0.8450980400142568,1.25,-1.2839077663781755,-0.4305074433292991,2.7290909108248624,0.28394545454545456,h,m
chrysiptera notialis,2.2333333333333334,-0.9983383594203699,-0.30452412838169246,0.9542425094393249,1.25,-1.2839077663781755,-0.4305074433292991,2.7290909108248624,0.28394545454545456,h,m
chrysiptera oxycephala,1.9833333333333334,-0.9983383594203699,-0.30452412838169246,0.9542425094393249,1.25,-1.2839077663781755,-0.4305074433292991,2.73,0.31,h,m
chrysiptera papuensis,2.4916666666666667,-1.0392959919018177,-0.30086769050286016,0.8121059913659423,1.25,-1.1989784792309215,-0.48704947678601157,2.7290909108248624,0.28394545454545456,h,m
chrysiptera parasema,1.9833333333333334,-0.9983383594203699,-0.30452412838169246,0.8450980400142568,1.25,-1.2839077663781755,-0.4305074433292991,3.4,0.45,h,m
chrysiptera pricei,2.2333333333333334,-0.9983383594203699,-0.30452412838169246,0.6989700043360189,1.25,-1.2839077663781755,-0.4305074433292991,2.7290909108248624,0.28394545454545456,h,m
chrysiptera rapanui,2.2333333333333334,-0.9983383594203699,-0.30452412838169246,0.7403626894942439,1.25,-1.2839077663781755,-0.4305074433292991,2.7290909108248624,0.28394545454545456,h,m
chrysiptera rex,1.9833333333333334,-0.9983383594203699,-0.30452412838169246,0.8450980400142568,1.25,-1.2839077663781755,-0.4305074433292991,2,0,f,f
chrysiptera rollandi,1.9833333333333334,-0.9983383594203699,-0.30452412838169246,0.8750612633917001,1.25,-1.2839077663781755,-0.4305074433292991,2.71,0.3,h,m
chrysiptera sheila,2.2333333333333334,0.43517877743030897,-0.432499454140824,1.0128372247051722,1.25,-1.2839077663781755,-0.4305074433292991,2.7290909108248624,0.28394545454545456,h,m
chrysiptera sinclairi,1.9833333333333334,-0.9983383594203699,-0.30452412838169246,0.6989700043360189,1.25,-1.2839077663781755,-0.4305074433292991,2.74,0.31,h,m
chrysiptera springeri,1.9833333333333334,-0.9983383594203699,-0.30452412838169246,0.7403626894942439,1.25,-1.2839077663781755,-0.4305074433292991,2.68,0.3,h,m
chrysiptera starcki,1.9833333333333334,-0.9983383594203699,-0.30452412838169246,0.8450980400142568,1.25,-1.2839077663781755,-0.4305074433292991,2.76,0.32,h,m
chrysiptera talboti,1.9833333333333334,-0.9983383594203699,-0.30452412838169246,0.7781512503836436,1.25,-1.2839077663781755,-0.4305074433292991,2.8,0.33,h,m
chrysiptera taupou,1.9833333333333334,-0.9983383594203699,-0.30452412838169246,0.9030899869919435,1.25,-1.2839077663781755,-0.4305074433292991,2.65,0.29,h,m
chrysiptera traceyi,1.9833333333333334,-0.9983383594203699,-0.30452412838169246,0.6532125137753437,1.25,-1.2839077663781755,-0.4305074433292991,2.68,0.3,h,h
chrysiptera tricincta,1.9833333333333334,-0.9983383594203699,-0.30452412838169246,0.7781512503836436,1.25,-1.2839077663781755,-0.4305074433292991,2.72,0.31,h,m
chrysiptera unimaculata,1.9833333333333334,-0.9983383594203699,-0.30452412838169246,1,1.25,-1.2839077663781755,-0.4305074433292991,2,0,f,f
chrysiptera uswanasi,2.4916666666666667,-1.0392959919018177,-0.30086769050286016,0.8121059913659423,1.25,-1.1989784792309215,-0.48704947678601157,2.7290909108248624,0.28394545454545456,h,m
cirrhilabrus adornatus,2.283333333333333,-0.9983383594203699,-0.30452412838169246,0.8020892578817327,2,0.6599378668299016,0.03974845857949572,3.38125,0.440625,l,l
cirrhilabrus africanus,2.283333333333333,-0.9983383594203699,-0.30452412838169246,0.8142475957319202,2,0.6599378668299016,0.03974845857949572,3.38125,0.440625,l,l
cirrhilabrus aurantidorsalis,2.283333333333333,-0.9983383594203699,-0.30452412838169246,1,2,0.6599378668299016,0.03974845857949572,3.38125,0.440625,l,l
cirrhilabrus balteatus,2.033333333333333,-0.9983383594203699,-0.30452412838169246,1,2,0.6599378668299016,0.03974845857949572,3.4,0.45,l,l
cirrhilabrus bathyphilus,2.283333333333333,-0.9983383594203699,-0.30452412838169246,0.8808135922807914,2,0.6599378668299016,0.03974845857949572,3.38125,0.440625,l,l
cirrhilabrus beauperryi,2.283333333333333,-0.9983383594203699,-0.30452412838169246,0.9299295600845878,2,0.6599378668299016,0.03974845857949572,3.38125,0.440625,l,l
cirrhilabrus blatteus,2.033333333333333,-0.9983383594203699,-0.30452412838169246,1.2041199826559248,2,0.6599378668299016,0.03974845857949572,3.4,0.45,l,l
cirrhilabrus briangreenei,2.4916666666666667,-0.9497445581711941,-0.3088622750175952,0.8966432292103408,2,0.6599378668299016,0.03974845857949572,3.38125,0.440625,l,l
cirrhilabrus brunneus,2.283333333333333,-0.9983383594203699,-0.30452412838169246,0.6394864892685861,2,0.6599378668299016,0.03974845857949572,3.38125,0.440625,e,l
cirrhilabrus cenderawasih,2.283333333333333,-0.9983383594203699,-0.30452412838169246,0.8135809885681919,2,0.6599378668299016,0.03974845857949572,3.38125,0.440625,l,l
cirrhilabrus claire,2.283333333333333,-0.9983383594203699,-0.30452412838169246,0.9242792860618817,2,0.6599378668299016,0.03974845857949572,3.38125,0.440625,l,l
cirrhilabrus condei,2.283333333333333,-0.9983383594203699,-0.30452412838169246,0.9030899869919435,2,0.6599378668299016,0.03974845857949572,3.38125,0.440625,l,l
cirrhilabrus cyanogularis,2.283333333333333,-0.9983383594203699,-0.30452412838169246,0.7895807121644255,2,0.6599378668299016,0.03974845857949572,3.38125,0.440625,l,l
cirrhilabrus cyanopleura,2.033333333333333,-0.9983383594203699,-0.30452412838169246,1.1760912590556813,2,0.6599378668299016,0.03974845857949572,3.4,0.45,l,l
cirrhilabrus earlei,2.283333333333333,-0.9983383594203699,-0.30452412838169246,0.8394780473741984,2,0.6599378668299016,0.03974845857949572,3.38125,0.440625,l,l
cirrhilabrus efatensis,2.283333333333333,-0.9983383594203699,-0.30452412838169246,0.8413594704548549,2,0.6599378668299016,0.03974845857949572,3.38125,0.440625,l,l
cirrhilabrus exquisitus,2.033333333333333,-0.9983383594203699,-0.30452412838169246,1.0791812460476249,2,0.6599378668299016,0.03974845857949572,3.4,0.45,l,l
cirrhilabrus filamentosus,2.033333333333333,-0.9983383594203699,-0.30452412838169246,0.9030899869919435,2,0.6599378668299016,0.03974845857949572,3.4,0.45,l,l
cirrhilabrus flavidorsalis,2.283333333333333,-0.9983383594203699,-0.30452412838169246,0.8129133566428556,2,0.6599378668299016,0.03974845857949572,3.38125,0.440625,l,l
cirrhilabrus greeni,2.283333333333333,-0.9983383594203699,-0.30452412838169246,0.6748611407378116,2,0.6599378668299016,0.03974845857949572,3.38125,0.440625,e,l
cirrhilabrus humanni,2.283333333333333,-0.9983383594203699,-0.30452412838169246,0.7363965022766424,2,0.6599378668299016,0.03974845857949572,3.38125,0.440625,l,l
cirrhilabrus hygroxerus,2.283333333333333,-0.9983383594203699,-0.30452412838169246,0.7489628612561614,2,0.6599378668299016,0.03974845857949572,3.38125,0.440625,l,l
cirrhilabrus isosceles,2.283333333333333,-0.9983383594203699,-0.30452412838169246,0.7535830588929066,2,0.6599378668299016,0.03974845857949572,3.38125,0.440625,l,l
cirrhilabrus joanallenae,2.283333333333333,-2.4318554962710484,-0.17654880262256087,0.9294189257142927,2,0.6599378668299016,0.03974845857949572,3.38125,0.440625,l,l
cirrhilabrus johnsoni,2.033333333333333,-0.9983383594203699,-0.30452412838169246,0.7781512503836436,2,0.6599378668299016,0.03974845857949572,3.4,0.45,l,l
cirrhilabrus jordani,2.033333333333333,-0.9983383594203699,-0.30452412838169246,1,2,0.6599378668299016,0.03974845857949572,3.4,0.45,l,l
cirrhilabrus katherinae,2.283333333333333,-0.9983383594203699,-0.30452412838169246,0.8512583487190752,2,0.6599378668299016,0.03974845857949572,3.38125,0.440625,l,l
cirrhilabrus katoi,2.283333333333333,0.43517877743030897,-0.432499454140824,0.8756399370041683,2,0.6599378668299016,0.03974845857949572,3.38125,0.440625,l,l
cirrhilabrus laboutei,2.033333333333333,-0.9983383594203699,-0.30452412838169246,1.0791812460476249,2,0.6599378668299016,0.03974845857949572,3.4,0.45,l,l
cirrhilabrus lanceolatus,2.283333333333333,-0.9983383594203699,-0.30452412838169246,0.9444826721501687,2,0.6599378668299016,0.03974845857949572,3.38125,0.440625,l,l
cirrhilabrus lineatus,2.283333333333333,-0.9983383594203699,-0.30452412838169246,1.0791812460476249,2,0.6599378668299016,0.03974845857949572,3.38125,0.440625,l,l
cirrhilabrus lubbocki,2.033333333333333,-0.9983383594203699,-0.30452412838169246,0.9030899869919435,2,0.6599378668299016,0.03974845857949572,3.4,0.45,l,l
cirrhilabrus lunatus,2.283333333333333,-0.9983383594203699,-0.30452412838169246,0.9289076902439527,2,0.6599378668299016,0.03974845857949572,3.38125,0.440625,l,l
cirrhilabrus luteovittatus,2.033333333333333,-0.9983383594203699,-0.30452412838169246,1.0791812460476249,2,0.6599378668299016,0.03974845857949572,3.4,0.45,l,l
cirrhilabrus marinda,2.283333333333333,-0.9983383594203699,-0.30452412838169246,0.6618126855372612,2,0.6599378668299016,0.03974845857949572,3.38125,0.440625,e,l
cirrhilabrus marjorie,2.283333333333333,-0.9983383594203699,-0.30452412838169246,0.7626785637274363,2,0.6599378668299016,0.03974845857949572,3.38125,0.440625,l,l
cirrhilabrus melanomarginatus,2.033333333333333,-0.9983383594203699,-0.30452412838169246,1.1139433523068367,2,0.6599378668299016,0.03974845857949572,3.4,0.45,l,l
cirrhilabrus morrisoni,2.283333333333333,-0.9983383594203699,-0.30452412838169246,0.7403626894942439,2,0.6599378668299016,0.03974845857949572,3.38125,0.440625,l,l
cirrhilabrus nahackyi,2.283333333333333,-0.9983383594203699,-0.30452412838169246,0.8129133566428556,2,0.6599378668299016,0.03974845857949572,3.38125,0.440625,l,l
cirrhilabrus naokoae,2.283333333333333,-0.9983383594203699,-0.30452412838169246,0.7781512503836436,2,0.6599378668299016,0.03974845857949572,3.38125,0.440625,l,l
cirrhilabrus punctatus,2.283333333333333,-0.9983383594203699,-0.30452412838169246,1.1139433523068367,2,0.6599378668299016,0.03974845857949572,3.38125,0.440625,l,l
cirrhilabrus pylei,2.283333333333333,-0.9983383594203699,-0.30452412838169246,0.9542425094393249,2,0.6599378668299016,0.03974845857949572,3.38125,0.440625,l,l
cirrhilabrus randalli,2.283333333333333,-0.9983383594203699,-0.30452412838169246,0.9268567089496923,2,0.6599378668299016,0.03974845857949572,3.38125,0.440625,l,l
cirrhilabrus rhomboidalis,2.033333333333333,-0.9983383594203699,-0.30452412838169246,0.9294189257142927,2,0.6599378668299016,0.03974845857949572,3.4,0.45,l,l
cirrhilabrus roseafascia,2.283333333333333,-0.9983383594203699,-0.30452412838169246,1,2,0.6599378668299016,0.03974845857949572,3.38125,0.440625,l,l
cirrhilabrus rubeus,2.283333333333333,-0.9983383594203699,-0.30452412838169246,0.7283537820212285,2,0.6599378668299016,0.03974845857949572,3.38125,0.440625,e,l
cirrhilabrus rubrimarginatus,2.283333333333333,-0.9983383594203699,-0.30452412838169246,1.0863598306747482,2,0.6599378668299016,0.03974845857949572,3.38125,0.440625,l,l
cirrhilabrus rubripinnis,2.033333333333333,-0.9983383594203699,-0.30452412838169246,0.9590413923210935,2,0.6599378668299016,0.03974845857949572,3.1,0.3,l,l
cirrhilabrus rubrisquamis,2.283333333333333,-0.9983383594203699,-0.30452412838169246,0.8573324964312685,2,0.6599378668299016,0.03974845857949572,3.38125,0.440625,l,l
cirrhilabrus rubriventralis,2.033333333333333,-0.9983383594203699,-0.30452412838169246,0.8750612633917001,2,0.6599378668299016,0.03974845857949572,3.4,0.45,l,l
cirrhilabrus ryukyuensis,2.408333333333333,-0.9983383594203699,-0.30452412838169246,0.8966432292103408,2,0.6599378668299016,0.03974845857949572,3.38125,0.440625,l,l
cirrhilabrus sanguineus,2.283333333333333,0.43517877743030897,-0.432499454140824,0.8260748027008264,2,0.6599378668299016,0.03974845857949572,3.38125,0.440625,l,l
cirrhilabrus scottorum,2.033333333333333,-0.9983383594203699,-0.30452412838169246,1.1139433523068367,2,0.6599378668299016,0.03974845857949572,3.4,0.45,l,l
cirrhilabrus shutmani,2.283333333333333,-0.9983383594203699,-0.30452412838169246,0.7458551951737289,2,0.6599378668299016,0.03974845857949572,3.38125,0.440625,l,l
cirrhilabrus solorensis,2.283333333333333,-0.9983383594203699,-0.30452412838169246,1.041392685158225,2,0.6599378668299016,0.03974845857949572,3.38125,0.440625,l,l
cirrhilabrus squirei,2.283333333333333,-0.9983383594203699,-0.30452412838169246,0.7481880270062005,2,0.6599378668299016,0.03974845857949572,3.38125,0.440625,l,l
cirrhilabrus temminckii,1.9833333333333334,-0.9983383594203699,-0.30452412838169246,0.9956351945975499,2,0.5750085796826477,0.09629049203620817,3.4,0.45,l,l
cirrhilabrus tonozukai,2.283333333333333,0.43517877743030897,-0.432499454140824,0.8750612633917001,2,0.6599378668299016,0.03974845857949572,3.38125,0.440625,l,l
cirrhilabrus wakanda,2.4916666666666667,-0.9497445581711941,-0.3088622750175952,0.8966432292103408,2,0.6599378668299016,0.03974845857949572,3.38125,0.440625,l,l
cirrhilabrus walindi,2.283333333333333,-0.9983383594203699,-0.30452412838169246,0.8450980400142568,2,0.6599378668299016,0.03974845857949572,3.38125,0.440625,l,l
cirrhilabrus walshi,2.283333333333333,-0.9983383594203699,-0.30452412838169246,0.7979596437371961,2,0.6599378668299016,0.03974845857949572,3.38125,0.440625,l,l
cirrhimuraena calamus,2.7083333333333335,0.22119806624796298,0.43414174394449173,1.601998433843754,2,1.8809575751838854,-0.41842525063301883,3.937083327770233,0.5512666666666667,l,n
cirrhimuraena cheilopogon,2.7083333333333335,0.22119806624796298,0.43414174394449173,1.601998433843754,2,1.8809575751838854,-0.41842525063301883,3.937083327770233,0.5512666666666667,l,n
cirrhimuraena chinensis,2.5833333333333335,0.22119806624796298,0.43414174394449173,1.7387805584843692,2,1.8809575751838854,-0.41842525063301883,3.937083327770233,0.5512666666666667,l,n
cirrhimuraena inhacae,2.5833333333333335,0.22119806624796298,0.43414174394449173,1.3617278360175928,2,1.8809575751838854,-0.41842525063301883,3.937083327770233,0.5512666666666667,l,n
cirrhimuraena oliveri,2.7083333333333335,0.22119806624796298,0.43414174394449173,1.601998433843754,2,1.8809575751838854,-0.41842525063301883,3.937083327770233,0.5512666666666667,l,n
cirrhimuraena orientalis,2.7083333333333335,0.22119806624796298,0.43414174394449173,1.601998433843754,2,1.8809575751838854,-0.41842525063301883,3.937083327770233,0.5512666666666667,l,n
cirrhimuraena paucidens,2.7083333333333335,0.22119806624796298,0.43414174394449173,1.601998433843754,2,1.8809575751838854,-0.41842525063301883,3.937083327770233,0.5512666666666667,l,n
cirrhimuraena playfairii,2.5833333333333335,0.22119806624796298,0.43414174394449173,1.591064607026499,2,1.8809575751838854,-0.41842525063301883,3.937083327770233,0.5512666666666667,l,n
cirrhimuraena tapeinoptera,2.7083333333333335,0.22119806624796298,0.43414174394449173,1.601998433843754,2,1.8809575751838854,-0.41842525063301883,3.937083327770233,0.5512666666666667,l,n
cirrhimuraena yuanding,2.5833333333333335,0.22119806624796298,0.43414174394449173,1.716420733846555,2,1.8809575751838854,-0.41842525063301883,3.937083327770233,0.5512666666666667,l,n
cirricaecula johnsoni,2.5833333333333335,-1.2123190706027158,0.5621170697036233,1.6020599913279625,2,1.8809575751838854,-0.41842525063301883,3.937083327770233,0.5512666666666667,l,n
cirricaecula macdowelli,2.5833333333333335,0.22119806624796298,0.43414174394449173,1.3579348470004537,2,1.8809575751838854,-0.41842525063301883,3.937083327770233,0.5512666666666667,l,n
cirrimaxilla formosa,2.5833333333333335,0.43517877743030897,-0.432499454140824,1.2704459080179626,2,1.9483752796143317,-0.1660302032215786,4.031698113207547,0.6641509433962264,l,l
cirripectes alboapicalis,1.4916666666666667,-0.9983383594203699,-0.30452412838169246,1.1903316981702914,2,-1.3939966683593672,-1.8935447873966733,2,0,f,f
cirripectes alleni,1,0.43517877743030897,-0.432499454140824,0.8129133566428556,2,-1.7337138169483832,-1.6673766535698231,2,0,f,f
cirripectes auritus,1.4916666666666667,-0.9983383594203699,-0.30452412838169246,0.8512583487190752,2,-1.3939966683593672,-1.8935447873966733,2,0,f,f
cirripectes castaneus,1.4916666666666667,-0.9983383594203699,-0.30452412838169246,0.9637878273455552,2,-1.3939966683593672,-1.8935447873966733,2,0,f,f
cirripectes chelomatus,1.4916666666666667,-0.9983383594203699,-0.30452412838169246,0.9731278535996987,2,-1.3939966683593672,-1.8935447873966733,2,0,f,f
cirripectes filamentosus,1,0.43517877743030897,-0.432499454140824,0.8750612633917001,2,-1.7337138169483832,-1.6673766535698231,2,0,f,f
cirripectes fuscoguttatus,1.4916666666666667,-0.9983383594203699,-0.30452412838169246,1.0253058652647702,2,-1.3939966683593672,-1.8935447873966733,2,0,f,f
cirripectes gilberti,1.4916666666666667,-0.9983383594203699,-0.30452412838169246,1.0086001717619175,2,-1.3939966683593672,-1.8935447873966733,2,0,f,f
cirripectes heemstraorum,1.7416666666666667,-0.9983383594203699,-0.30452412838169246,0.6857417386022636,2,-1.3939966683593672,-1.8935447873966733,2.0368181818181816,0.017272727272727273,f,f
