spp_gp,rank,name,parent,parent_level
abyssorchomene plebs,family,uristidae,amphipoda,order
abyssorchomene plebs,genus,abyssorchomene,uristidae,family
abyssorchomene plebs,species,abyssorchomene plebs,abyssorchomene,genus
abyssorchomene rossi,phylum,arthropoda,animalia,kingdom
abyssorchomene rossi,class,malacostraca,arthropoda,phylum
abyssorchomene rossi,order,amphipoda,malacostraca,class
abyssorchomene rossi,family,uristidae,amphipoda,order
abyssorchomene rossi,genus,abyssorchomene,uristidae,family
abyssorchomene rossi,species,abyssorchomene rossi,abyssorchomene,genus
abyssotherma pacifica,phylum,foraminifera,chromista,kingdom
abyssotherma pacifica,class,globothalamea,foraminifera,phylum
abyssotherma pacifica,order,lituolida,globothalamea,class
abyssotherma pacifica,family,remaneicidae,lituolida,order
abyssotherma pacifica,genus,abyssotherma,remaneicidae,family
abyssotherma pacifica,species,abyssotherma pacifica,abyssotherma,genus
acalyptophis peronii,phylum,chordata,animalia,kingdom
acalyptophis peronii,class,reptilia,chordata,phylum
acalyptophis peronii,order,squamata,reptilia,class
acalyptophis peronii,family,elapidae,squamata,order
acalyptophis peronii,genus,acalyptophis,elapidae,family
acalyptophis peronii,species,acalyptophis peronii,acalyptophis,genus
acanella eburnea,phylum,cnidaria,animalia,kingdom
acanella eburnea,class,anthozoa,cnidaria,phylum
acanella eburnea,order,alcyonacea,anthozoa,class
acanella eburnea,family,isididae,alcyonacea,order
acanella eburnea,genus,acanella,isididae,family
acanella eburnea,species,acanella eburnea,acanella,genus
acanthaspidia acanthonotus,phylum,arthropoda,animalia,kingdom
acanthaspidia acanthonotus,class,malacostraca,arthropoda,phylum
acanthaspidia acanthonotus,order,isopoda,malacostraca,class
acanthaspidia acanthonotus,family,acanthaspidiidae,isopoda,order
acanthaspidia acanthonotus,genus,acanthaspidia,acanthaspidiidae,family
acanthaspidia acanthonotus,species,acanthaspidia acanthonotus,acanthaspidia,genus
acanthaspidia bifurcata,phylum,arthropoda,animalia,kingdom
acanthaspidia bifurcata,class,malacostraca,arthropoda,phylum
acanthaspidia bifurcata,order,isopoda,malacostraca,class
acanthaspidia bifurcata,family,acanthaspidiidae,isopoda,order
acanthaspidia bifurcata,genus,acanthaspidia,acanthaspidiidae,family
acanthaspidia bifurcata,species,acanthaspidia bifurcata,acanthaspidia,genus
acanthaspidia drygalskii,phylum,arthropoda,animalia,kingdom
acanthaspidia drygalskii,class,malacostraca,arthropoda,phylum
acanthaspidia drygalskii,order,isopoda,malacostraca,class
acanthaspidia drygalskii,family,acanthaspidiidae,isopoda,order
acanthaspidia drygalskii,genus,acanthaspidia,acanthaspidiidae,family
acanthaspidia drygalskii,species,acanthaspidia drygalskii,acanthaspidia,genus
acanthastrea bowerbanki,phylum,cnidaria,animalia,kingdom
acanthastrea bowerbanki,class,anthozoa,cnidaria,phylum
acanthastrea bowerbanki,order,scleractinia,anthozoa,class
acanthastrea bowerbanki,family,lobophylliidae,scleractinia,order
acanthastrea bowerbanki,genus,acanthastrea,lobophylliidae,family
acanthastrea bowerbanki,species,acanthastrea bowerbanki,acanthastrea,genus
acanthastrea faviaformis,phylum,cnidaria,animalia,kingdom
acanthastrea faviaformis,class,anthozoa,cnidaria,phylum
acanthastrea faviaformis,order,scleractinia,anthozoa,class
acanthastrea faviaformis,family,lobophylliidae,scleractinia,order
acanthastrea faviaformis,genus,acanthastrea,lobophylliidae,family
acanthastrea faviaformis,species,acanthastrea faviaformis,acanthastrea,genus
acanthastrea hillae,phylum,cnidaria,animalia,kingdom
acanthastrea hillae,class,anthozoa,cnidaria,phylum
acanthastrea hillae,order,scleractinia,anthozoa,class
acanthastrea hillae,family,lobophylliidae,scleractinia,order
acanthastrea hillae,genus,acanthastrea,lobophylliidae,family
acanthastrea hillae,species,acanthastrea hillae,acanthastrea,genus
acanthastrea ishigakiensis,phylum,cnidaria,animalia,kingdom
acanthastrea ishigakiensis,class,anthozoa,cnidaria,phylum
acanthastrea ishigakiensis,order,scleractinia,anthozoa,class
acanthastrea ishigakiensis,family,lobophylliidae,scleractinia,order
acanthastrea ishigakiensis,genus,acanthastrea,lobophylliidae,family
acanthastrea ishigakiensis,species,acanthastrea ishigakiensis,acanthastrea,genus
acanthastrea lordhowensis,phylum,cnidaria,animalia,kingdom
acanthastrea lordhowensis,class,anthozoa,cnidaria,phylum
acanthastrea lordhowensis,order,scleractinia,anthozoa,class
acanthastrea lordhowensis,family,lobophylliidae,scleractinia,order
acanthastrea lordhowensis,genus,acanthastrea,lobophylliidae,family
acanthastrea lordhowensis,species,acanthastrea lordhowensis,acanthastrea,genus
acanthastrea maxima,phylum,cnidaria,animalia,kingdom
acanthastrea maxima,class,anthozoa,cnidaria,phylum
acanthastrea maxima,order,scleractinia,anthozoa,class
acanthastrea maxima,family,lobophylliidae,scleractinia,order
acanthastrea maxima,genus,acanthastrea,lobophylliidae,family
acanthastrea maxima,species,acanthastrea maxima,acanthastrea,genus
acanthastrea regularis,phylum,cnidaria,animalia,kingdom
acanthastrea regularis,class,anthozoa,cnidaria,phylum
acanthastrea regularis,order,scleractinia,anthozoa,class
acanthastrea regularis,family,lobophylliidae,scleractinia,order
acanthastrea regularis,genus,acanthastrea,lobophylliidae,family
acanthastrea regularis,species,acanthastrea regularis,acanthastrea,genus
acanthaxius hirsutimanus,phylum,arthropoda,animalia,kingdom
acanthaxius hirsutimanus,class,malacostraca,arthropoda,phylum
acanthaxius hirsutimanus,order,decapoda,malacostraca,class
acanthaxius hirsutimanus,family,axiidae,decapoda,order
acanthaxius hirsutimanus,genus,acanthaxius,axiidae,family
acanthaxius hirsutimanus,species,acanthaxius hirsutimanus,acanthaxius,genus
acanthaxius spinosissimus,phylum,arthropoda,animalia,kingdom
acanthaxius spinosissimus,class,malacostraca,arthropoda,phylum
acanthaxius spinosissimus,order,decapoda,malacostraca,class
acanthaxius spinosissimus,family,axiidae,decapoda,order
acanthaxius spinosissimus,genus,acanthaxius,axiidae,family
acanthaxius spinosissimus,species,acanthaxius spinosissimus,acanthaxius,genus
acanthochitona balesae,phylum,mollusca,animalia,kingdom
acanthochitona balesae,class,polyplacophora,mollusca,phylum
acanthochitona balesae,order,chitonida,polyplacophora,class
acanthochitona balesae,family,acanthochitonidae,chitonida,order
acanthochitona balesae,genus,acanthochitona,acanthochitonidae,family
acanthochitona balesae,species,acanthochitona balesae,acanthochitona,genus
acanthochitona spiculosa,phylum,mollusca,animalia,kingdom
acanthochitona spiculosa,class,polyplacophora,mollusca,phylum
acanthochitona spiculosa,order,chitonida,polyplacophora,class
acanthochitona spiculosa,family,acanthochitonidae,chitonida,order
acanthochitona spiculosa,genus,acanthochitona,acanthochitonidae,family
acanthochitona spiculosa,species,acanthochitona spiculosa,acanthochitona,genus
acanthochitona zebra,phylum,mollusca,animalia,kingdom
acanthochitona zebra,class,polyplacophora,mollusca,phylum
acanthochitona zebra,order,chitonida,polyplacophora,class
acanthochitona zebra,family,acanthochitonidae,chitonida,order
acanthochitona zebra,genus,acanthochitona,acanthochitonidae,family
acanthochitona zebra,species,acanthochitona zebra,acanthochitona,genus
acanthodasys aculeatus,phylum,gastrotricha,animalia,kingdom
acanthodasys aculeatus,class,not assigned,gastrotricha,phylum
acanthodasys aculeatus,order,macrodasyida,not assigned,class
acanthodasys aculeatus,family,thaumastodermatidae,macrodasyida,order
acanthodasys aculeatus,genus,acanthodasys,thaumastodermatidae,family
acanthodasys aculeatus,species,acanthodasys aculeatus,acanthodasys,genus
acanthomenia arcuata,phylum,mollusca,animalia,kingdom
acanthomenia arcuata,class,solenogastres,mollusca,phylum
acanthomenia arcuata,order,neomeniamorpha,solenogastres,class
acanthomenia arcuata,family,acanthomeniidae,neomeniamorpha,order
acanthomenia arcuata,genus,acanthomenia,acanthomeniidae,family
acanthomenia arcuata,species,acanthomenia arcuata,acanthomenia,genus
acanthophora spicifera,phylum,rhodophyta,plantae,kingdom
acanthophora spicifera,class,florideophyceae,rhodophyta,phylum
acanthophora spicifera,order,ceramiales,florideophyceae,class
acanthophora spicifera,family,rhodomelaceae,ceramiales,order
acanthophora spicifera,genus,acanthophora,rhodomelaceae,family
acanthophora spicifera,species,acanthophora spicifera,acanthophora,genus
acanthoptilum agassizii,phylum,cnidaria,animalia,kingdom
acanthoptilum agassizii,class,anthozoa,cnidaria,phylum
acanthoptilum agassizii,order,pennatulacea,anthozoa,class
acanthoptilum agassizii,family,virgulariidae,pennatulacea,order
acanthoptilum agassizii,genus,acanthoptilum,virgulariidae,family
acanthoptilum agassizii,species,acanthoptilum agassizii,acanthoptilum,genus
acar domingensis,phylum,mollusca,animalia,kingdom
acar domingensis,class,bivalvia,mollusca,phylum
acar domingensis,order,arcida,bivalvia,class
acar domingensis,family,arcidae,arcida,order
acar domingensis,genus,acar,arcidae,family
acar domingensis,species,acar domingensis,acar,genus
acartia danae,phylum,arthropoda,animalia,kingdom
acartia danae,class,hexanauplia,arthropoda,phylum
acartia danae,order,calanoida,hexanauplia,class
acartia danae,family,acartiidae,calanoida,order
acartia danae,genus,acartia,acartiidae,family
acartia danae,species,acartia danae,acartia,genus
acartia erythraea,phylum,arthropoda,animalia,kingdom
acartia erythraea,class,hexanauplia,arthropoda,phylum
acartia erythraea,order,calanoida,hexanauplia,class
acartia erythraea,family,acartiidae,calanoida,order
acartia erythraea,genus,acartia,acartiidae,family
acartia erythraea,species,acartia erythraea,acartia,genus
acartia longiremis,phylum,arthropoda,animalia,kingdom
acartia longiremis,class,hexanauplia,arthropoda,phylum
acartia longiremis,order,calanoida,hexanauplia,class
acartia longiremis,family,acartiidae,calanoida,order
acartia longiremis,genus,acartia,acartiidae,family
acartia longiremis,species,acartia longiremis,acartia,genus
acartia negligens,phylum,arthropoda,animalia,kingdom
acartia negligens,class,hexanauplia,arthropoda,phylum
acartia negligens,order,calanoida,hexanauplia,class
acartia negligens,family,acartiidae,calanoida,order
acartia negligens,genus,acartia,acartiidae,family
acartia negligens,species,acartia negligens,acartia,genus
acartia spinata,phylum,arthropoda,animalia,kingdom
acartia spinata,class,hexanauplia,arthropoda,phylum
acartia spinata,order,calanoida,hexanauplia,class
acartia spinata,family,acartiidae,calanoida,order
acartia spinata,genus,acartia,acartiidae,family
acartia spinata,species,acartia spinata,acartia,genus
acartia tonsa,phylum,arthropoda,animalia,kingdom
acartia tonsa,class,hexanauplia,arthropoda,phylum
acartia tonsa,order,calanoida,hexanauplia,class
acartia tonsa,family,acartiidae,calanoida,order
acartia tonsa,genus,acartia,acartiidae,family
acartia tonsa,species,acartia tonsa,acartia,genus
acetabularia calyculus,phylum,chlorophyta,plantae,kingdom
acetabularia calyculus,class,ulvophyceae,chlorophyta,phylum
acetabularia calyculus,order,dasycladales,ulvophyceae,class
acetabularia calyculus,family,polyphysaceae,dasycladales,order
acetabularia calyculus,genus,acetabularia,polyphysaceae,family
acetabularia calyculus,species,acetabularia calyculus,acetabularia,genus
acetabularia crenulata,phylum,chlorophyta,plantae,kingdom
acetabularia crenulata,class,ulvophyceae,chlorophyta,phylum
acetabularia crenulata,order,dasycladales,ulvophyceae,class
acetabularia crenulata,family,polyphysaceae,dasycladales,order
acetabularia crenulata,genus,acetabularia,polyphysaceae,family
acetabularia crenulata,species,acetabularia crenulata,acetabularia,genus
acetabularia major,phylum,chlorophyta,plantae,kingdom
acetabularia major,class,ulvophyceae,chlorophyta,phylum
acetabularia major,order,dasycladales,ulvophyceae,class
acetabularia major,family,polyphysaceae,dasycladales,order
acetabularia major,genus,acetabularia,polyphysaceae,family
acetabularia major,species,acetabularia major,acetabularia,genus
achelia segmentata,phylum,arthropoda,animalia,kingdom
achelia segmentata,class,pycnogonida,arthropoda,phylum
achelia segmentata,order,pantopoda,pycnogonida,class
achelia segmentata,family,ammotheidae,pantopoda,order
achelia segmentata,genus,achelia,ammotheidae,family
achelia segmentata,species,achelia segmentata,achelia,genus
acirsa borealis,phylum,mollusca,animalia,kingdom
acirsa borealis,class,gastropoda,mollusca,phylum
acirsa borealis,order,[unassigned] caenogastropoda,gastropoda,class
acirsa borealis,family,epitoniidae,[unassigned] caenogastropoda,order
acirsa borealis,genus,acirsa,epitoniidae,family
acirsa borealis,species,acirsa borealis,acirsa,genus
acmira philbinae,phylum,annelida,animalia,kingdom
acmira philbinae,class,polychaeta,annelida,phylum
acmira philbinae,order,not assigned,polychaeta,class
acmira philbinae,family,paraonidae,not assigned,order
acmira philbinae,genus,acmira,paraonidae,family
acmira philbinae,species,acmira philbinae,acmira,genus
acmira simplex,phylum,annelida,animalia,kingdom
acmira simplex,class,polychaeta,annelida,phylum
acmira simplex,order,not assigned,polychaeta,class
acmira simplex,family,paraonidae,not assigned,order
acmira simplex,genus,acmira,paraonidae,family
acmira simplex,species,acmira simplex,acmira,genus
acmira taylori,phylum,annelida,animalia,kingdom
acmira taylori,class,polychaeta,annelida,phylum
acmira taylori,order,not assigned,polychaeta,class
acmira taylori,family,paraonidae,not assigned,order
acmira taylori,genus,acmira,paraonidae,family
acmira taylori,species,acmira taylori,acmira,genus
acraspedanthus ferax,phylum,cnidaria,animalia,kingdom
acraspedanthus ferax,class,anthozoa,cnidaria,phylum
acraspedanthus ferax,order,actiniaria,anthozoa,class
acraspedanthus ferax,family,bathyphelliidae,actiniaria,order
acraspedanthus ferax,genus,acraspedanthus,bathyphelliidae,family
acraspedanthus ferax,species,acraspedanthus ferax,acraspedanthus,genus
acrilla acuminata,phylum,mollusca,animalia,kingdom
acrilla acuminata,class,gastropoda,mollusca,phylum
acrilla acuminata,order,[unassigned] caenogastropoda,gastropoda,class
acrilla acuminata,family,epitoniidae,[unassigned] caenogastropoda,order
acrilla acuminata,genus,acrilla,epitoniidae,family
acrilla acuminata,species,acrilla acuminata,acrilla,genus
acropora akajimensis,phylum,cnidaria,animalia,kingdom
acropora akajimensis,class,anthozoa,cnidaria,phylum
acropora akajimensis,order,scleractinia,anthozoa,class
acropora akajimensis,family,acroporidae,scleractinia,order
acropora akajimensis,genus,acropora,acroporidae,family
acropora akajimensis,species,acropora akajimensis,acropora,genus
acropora appressa,phylum,cnidaria,animalia,kingdom
acropora appressa,class,anthozoa,cnidaria,phylum
acropora appressa,order,scleractinia,anthozoa,class
acropora appressa,family,acroporidae,scleractinia,order
acropora appressa,genus,acropora,acroporidae,family
acropora appressa,species,acropora appressa,acropora,genus
acropora azurea,phylum,cnidaria,animalia,kingdom
acropora azurea,class,anthozoa,cnidaria,phylum
acropora azurea,order,scleractinia,anthozoa,class
acropora azurea,family,acroporidae,scleractinia,order
acropora azurea,genus,acropora,acroporidae,family
acropora azurea,species,acropora azurea,acropora,genus
acropora bifurcata,phylum,cnidaria,animalia,kingdom
acropora bifurcata,class,anthozoa,cnidaria,phylum
acropora bifurcata,order,scleractinia,anthozoa,class
acropora bifurcata,family,acroporidae,scleractinia,order
acropora bifurcata,genus,acropora,acroporidae,family
acropora bifurcata,species,acropora bifurcata,acropora,genus
acropora convexa,phylum,cnidaria,animalia,kingdom
acropora convexa,class,anthozoa,cnidaria,phylum
acropora convexa,order,scleractinia,anthozoa,class
acropora convexa,family,acroporidae,scleractinia,order
acropora convexa,genus,acropora,acroporidae,family
acropora convexa,species,acropora convexa,acropora,genus
acropora cophodactyla,phylum,cnidaria,animalia,kingdom
acropora cophodactyla,class,anthozoa,cnidaria,phylum
acropora cophodactyla,order,scleractinia,anthozoa,class
acropora cophodactyla,family,acroporidae,scleractinia,order
acropora cophodactyla,genus,acropora,acroporidae,family
acropora cophodactyla,species,acropora cophodactyla,acropora,genus
acropora cylindrica,phylum,cnidaria,animalia,kingdom
acropora cylindrica,class,anthozoa,cnidaria,phylum
acropora cylindrica,order,scleractinia,anthozoa,class
acropora cylindrica,family,acroporidae,scleractinia,order
acropora cylindrica,genus,acropora,acroporidae,family
acropora cylindrica,species,acropora cylindrica,acropora,genus
acropora danai,phylum,cnidaria,animalia,kingdom
acropora danai,class,anthozoa,cnidaria,phylum
acropora danai,order,scleractinia,anthozoa,class
acropora danai,family,acroporidae,scleractinia,order
acropora danai,genus,acropora,acroporidae,family
acropora danai,species,acropora danai,acropora,genus
acropora efflorescens,phylum,cnidaria,animalia,kingdom
acropora efflorescens,class,anthozoa,cnidaria,phylum
acropora efflorescens,order,scleractinia,anthozoa,class
acropora efflorescens,family,acroporidae,scleractinia,order
acropora efflorescens,genus,acropora,acroporidae,family
acropora efflorescens,species,acropora efflorescens,acropora,genus
acropora formosa,phylum,cnidaria,animalia,kingdom
acropora formosa,class,anthozoa,cnidaria,phylum
acropora formosa,order,scleractinia,anthozoa,class
acropora formosa,family,acroporidae,scleractinia,order
acropora formosa,genus,acropora,acroporidae,family
acropora formosa,species,acropora formosa,acropora,genus
acropora inermis,phylum,cnidaria,animalia,kingdom
acropora inermis,class,anthozoa,cnidaria,phylum
acropora inermis,order,scleractinia,anthozoa,class
acropora inermis,family,acroporidae,scleractinia,order
acropora inermis,genus,acropora,acroporidae,family
acropora inermis,species,acropora inermis,acropora,genus
acropora insignis,phylum,cnidaria,animalia,kingdom
acropora insignis,class,anthozoa,cnidaria,phylum
acropora insignis,order,scleractinia,anthozoa,class
acropora insignis,family,acroporidae,scleractinia,order
acropora insignis,genus,acropora,acroporidae,family
acropora insignis,species,acropora insignis,acropora,genus
acropora irregularis,phylum,cnidaria,animalia,kingdom
acropora irregularis,class,anthozoa,cnidaria,phylum
acropora irregularis,order,scleractinia,anthozoa,class
acropora irregularis,family,acroporidae,scleractinia,order
acropora irregularis,genus,acropora,acroporidae,family
acropora irregularis,species,acropora irregularis,acropora,genus
acropora lianae,phylum,cnidaria,animalia,kingdom
acropora lianae,class,anthozoa,cnidaria,phylum
acropora lianae,order,scleractinia,anthozoa,class
acropora lianae,family,acroporidae,scleractinia,order
acropora lianae,genus,acropora,acroporidae,family
acropora lianae,species,acropora lianae,acropora,genus
acropora macrostoma,phylum,cnidaria,animalia,kingdom
acropora macrostoma,class,anthozoa,cnidaria,phylum
acropora macrostoma,order,scleractinia,anthozoa,class
acropora macrostoma,family,acroporidae,scleractinia,order
acropora macrostoma,genus,acropora,acroporidae,family
acropora macrostoma,species,acropora macrostoma,acropora,genus
acropora maryae,phylum,cnidaria,animalia,kingdom
acropora maryae,class,anthozoa,cnidaria,phylum
acropora maryae,order,scleractinia,anthozoa,class
acropora maryae,family,acroporidae,scleractinia,order
acropora maryae,genus,acropora,acroporidae,family
acropora maryae,species,acropora maryae,acropora,genus
acropora minuta,phylum,cnidaria,animalia,kingdom
acropora minuta,class,anthozoa,cnidaria,phylum
acropora minuta,order,scleractinia,anthozoa,class
acropora minuta,family,acroporidae,scleractinia,order
acropora minuta,genus,acropora,acroporidae,family
acropora minuta,species,acropora minuta,acropora,genus
acropora mirabilis,phylum,cnidaria,animalia,kingdom
acropora mirabilis,class,anthozoa,cnidaria,phylum
acropora mirabilis,order,scleractinia,anthozoa,class
acropora mirabilis,family,acroporidae,scleractinia,order
acropora mirabilis,genus,acropora,acroporidae,family
acropora mirabilis,species,acropora mirabilis,acropora,genus
acropora nobilis,phylum,cnidaria,animalia,kingdom
acropora nobilis,class,anthozoa,cnidaria,phylum
acropora nobilis,order,scleractinia,anthozoa,class
acropora nobilis,family,acroporidae,scleractinia,order
acropora nobilis,genus,acropora,acroporidae,family
acropora nobilis,species,acropora nobilis,acropora,genus
acropora ocellata,phylum,cnidaria,animalia,kingdom
acropora ocellata,class,anthozoa,cnidaria,phylum
acropora ocellata,order,scleractinia,anthozoa,class
acropora ocellata,family,acroporidae,scleractinia,order
acropora ocellata,genus,acropora,acroporidae,family
acropora ocellata,species,acropora ocellata,acropora,genus
acropora parilis,phylum,cnidaria,animalia,kingdom
acropora parilis,class,anthozoa,cnidaria,phylum
acropora parilis,order,scleractinia,anthozoa,class
acropora parilis,family,acroporidae,scleractinia,order
acropora parilis,genus,acropora,acroporidae,family
acropora parilis,species,acropora parilis,acropora,genus
acropora pectinatus,phylum,cnidaria,animalia,kingdom
acropora pectinatus,class,anthozoa,cnidaria,phylum
acropora pectinatus,order,scleractinia,anthozoa,class
acropora pectinatus,family,acroporidae,scleractinia,order
acropora pectinatus,genus,acropora,acroporidae,family
acropora pectinatus,species,acropora pectinatus,acropora,genus
acropora plana,phylum,cnidaria,animalia,kingdom
acropora plana,class,anthozoa,cnidaria,phylum
acropora plana,order,scleractinia,anthozoa,class
acropora plana,family,acroporidae,scleractinia,order
acropora plana,genus,acropora,acroporidae,family
acropora plana,species,acropora plana,acropora,genus
acropora plantaginea,phylum,cnidaria,animalia,kingdom
acropora plantaginea,class,anthozoa,cnidaria,phylum
acropora plantaginea,order,scleractinia,anthozoa,class
acropora plantaginea,family,acroporidae,scleractinia,order
acropora plantaginea,genus,acropora,acroporidae,family
acropora plantaginea,species,acropora plantaginea,acropora,genus
acropora prostrata,phylum,cnidaria,animalia,kingdom
acropora prostrata,class,anthozoa,cnidaria,phylum
acropora prostrata,order,scleractinia,anthozoa,class
acropora prostrata,family,acroporidae,scleractinia,order
acropora prostrata,genus,acropora,acroporidae,family
acropora prostrata,species,acropora prostrata,acropora,genus
acropora rambleri,phylum,cnidaria,animalia,kingdom
acropora rambleri,class,anthozoa,cnidaria,phylum
acropora rambleri,order,scleractinia,anthozoa,class
acropora rambleri,family,acroporidae,scleractinia,order
acropora rambleri,genus,acropora,acroporidae,family
acropora rambleri,species,acropora rambleri,acropora,genus
acropora rosaria,phylum,cnidaria,animalia,kingdom
acropora rosaria,class,anthozoa,cnidaria,phylum
acropora rosaria,order,scleractinia,anthozoa,class
acropora rosaria,family,acroporidae,scleractinia,order
acropora rosaria,genus,acropora,acroporidae,family
acropora rosaria,species,acropora rosaria,acropora,genus
acropora sekiseiensis,phylum,cnidaria,animalia,kingdom
acropora sekiseiensis,class,anthozoa,cnidaria,phylum
acropora sekiseiensis,order,scleractinia,anthozoa,class
acropora sekiseiensis,family,acroporidae,scleractinia,order
acropora sekiseiensis,genus,acropora,acroporidae,family
acropora sekiseiensis,species,acropora sekiseiensis,acropora,genus
acropora teres,phylum,cnidaria,animalia,kingdom
acropora teres,class,anthozoa,cnidaria,phylum
acropora teres,order,scleractinia,anthozoa,class
acropora teres,family,acroporidae,scleractinia,order
acropora teres,genus,acropora,acroporidae,family
acropora teres,species,acropora teres,acropora,genus
acropora torresiana,phylum,cnidaria,animalia,kingdom
acropora torresiana,class,anthozoa,cnidaria,phylum
acropora torresiana,order,scleractinia,anthozoa,class
acropora torresiana,family,acroporidae,scleractinia,order
acropora torresiana,genus,acropora,acroporidae,family
acropora torresiana,species,acropora torresiana,acropora,genus
acropora variabilis,phylum,cnidaria,animalia,kingdom
acropora variabilis,class,anthozoa,cnidaria,phylum
acropora variabilis,order,scleractinia,anthozoa,class
acropora variabilis,family,acroporidae,scleractinia,order
acropora variabilis,genus,acropora,acroporidae,family
acropora variabilis,species,acropora variabilis,acropora,genus
acropora vermiculata,phylum,cnidaria,animalia,kingdom
acropora vermiculata,class,anthozoa,cnidaria,phylum
acropora vermiculata,order,scleractinia,anthozoa,class
acropora vermiculata,family,acroporidae,scleractinia,order
acropora vermiculata,genus,acropora,acroporidae,family
acropora vermiculata,species,acropora vermiculata,acropora,genus
acrosterigma reeveanum,phylum,mollusca,animalia,kingdom
acrosterigma reeveanum,class,bivalvia,mollusca,phylum
acrosterigma reeveanum,order,cardiida,bivalvia,class
acrosterigma reeveanum,family,cardiidae,cardiida,order
acrosterigma reeveanum,genus,acrosterigma,cardiidae,family
acrosterigma reeveanum,species,acrosterigma reeveanum,acrosterigma,genus
acrosterigma unicolor,phylum,mollusca,animalia,kingdom
acrosterigma unicolor,class,bivalvia,mollusca,phylum
acrosterigma unicolor,order,cardiida,bivalvia,class
acrosterigma unicolor,family,cardiidae,cardiida,order
acrosterigma unicolor,genus,acrosterigma,cardiidae,family
acrosterigma unicolor,species,acrosterigma unicolor,acrosterigma,genus
acteocina bidentata,phylum,mollusca,animalia,kingdom
acteocina bidentata,class,gastropoda,mollusca,phylum
acteocina bidentata,order,cephalaspidea,gastropoda,class
acteocina bidentata,family,tornatinidae,cephalaspidea,order
acteocina bidentata,genus,acteocina,tornatinidae,family
acteocina bidentata,species,acteocina bidentata,acteocina,genus
acteon antarcticus,phylum,mollusca,animalia,kingdom
acteon antarcticus,class,gastropoda,mollusca,phylum
acteon antarcticus,order,heterostropha,gastropoda,class
acteon antarcticus,family,acteonidae,heterostropha,order
acteon antarcticus,genus,acteon,acteonidae,family
acteon antarcticus,species,acteon antarcticus,acteon,genus
acteon biplicatus,phylum,mollusca,animalia,kingdom
acteon biplicatus,class,gastropoda,mollusca,phylum
acteon biplicatus,order,heterostropha,gastropoda,class
acteon biplicatus,family,acteonidae,heterostropha,order
acteon biplicatus,genus,acteon,acteonidae,family
acteon biplicatus,species,acteon biplicatus,acteon,genus
acteon candens,phylum,mollusca,animalia,kingdom
acteon candens,class,gastropoda,mollusca,phylum
acteon candens,order,heterostropha,gastropoda,class
acteon candens,family,acteonidae,heterostropha,order
acteon candens,genus,acteon,acteonidae,family
acteon candens,species,acteon candens,acteon,genus
acteon danaida,phylum,mollusca,animalia,kingdom
acteon danaida,class,gastropoda,mollusca,phylum
acteon danaida,order,heterostropha,gastropoda,class
acteon danaida,family,acteonidae,heterostropha,order
acteon danaida,genus,acteon,acteonidae,family
acteon danaida,species,acteon danaida,acteon,genus
acteon delicatus,phylum,mollusca,animalia,kingdom
acteon delicatus,class,gastropoda,mollusca,phylum
acteon delicatus,order,heterostropha,gastropoda,class
acteon delicatus,family,acteonidae,heterostropha,order
acteon delicatus,genus,acteon,acteonidae,family
acteon delicatus,species,acteon delicatus,acteon,genus
acteon incisus,phylum,mollusca,animalia,kingdom
acteon incisus,class,gastropoda,mollusca,phylum
acteon incisus,order,heterostropha,gastropoda,class
acteon incisus,family,acteonidae,heterostropha,order
acteon incisus,genus,acteon,acteonidae,family
acteon incisus,species,acteon incisus,acteon,genus
acteon melampoides,phylum,mollusca,animalia,kingdom
acteon melampoides,class,gastropoda,mollusca,phylum
acteon melampoides,order,heterostropha,gastropoda,class
acteon melampoides,family,acteonidae,heterostropha,order
acteon melampoides,genus,acteon,acteonidae,family
acteon melampoides,species,acteon melampoides,acteon,genus
acteon pelecais,phylum,mollusca,animalia,kingdom
acteon pelecais,class,gastropoda,mollusca,phylum
acteon pelecais,order,heterostropha,gastropoda,class
acteon pelecais,family,acteonidae,heterostropha,order
acteon pelecais,genus,acteon,acteonidae,family
acteon pelecais,species,acteon pelecais,acteon,genus
acteon perforatus,phylum,mollusca,animalia,kingdom
acteon perforatus,class,gastropoda,mollusca,phylum
acteon perforatus,order,heterostropha,gastropoda,class
acteon perforatus,family,acteonidae,heterostropha,order
acteon perforatus,genus,acteon,acteonidae,family
acteon perforatus,species,acteon perforatus,acteon,genus
acteon retusus,phylum,mollusca,animalia,kingdom
acteon retusus,class,gastropoda,mollusca,phylum
acteon retusus,order,heterostropha,gastropoda,class
acteon retusus,family,acteonidae,heterostropha,order
acteon retusus,genus,acteon,acteonidae,family
acteon retusus,species,acteon retusus,acteon,genus
actinauge verrilli,phylum,cnidaria,animalia,kingdom
actinauge verrilli,class,anthozoa,cnidaria,phylum
actinauge verrilli,order,actiniaria,anthozoa,class
actinauge verrilli,family,hormathiidae,actiniaria,order
actinauge verrilli,genus,actinauge,hormathiidae,family
actinauge verrilli,species,actinauge verrilli,actinauge,genus
actinopyga agassizi,phylum,echinodermata,animalia,kingdom
actinopyga agassizi,class,holothuroidea,echinodermata,phylum
actinopyga agassizi,order,holothuriida,holothuroidea,class
actinopyga agassizi,family,holothuriidae,holothuriida,order
actinopyga agassizi,genus,actinopyga,holothuriidae,family
actinopyga agassizi,species,actinopyga agassizi,actinopyga,genus
actinostola spetsbergensis,phylum,cnidaria,animalia,kingdom
