species,iucn_sid,taxon
hymenopenaeus debilis,NA,crustacea_arthropods
hymenopenaeus doris,NA,crustacea_arthropods
hymenopenaeus equalis,NA,crustacea_arthropods
hymenopenaeus halli,NA,crustacea_arthropods
hymenopenaeus laevis,NA,crustacea_arthropods
hymenopenaeus neptunus,NA,crustacea_arthropods
hymenopenaeus obliquirostris,NA,crustacea_arthropods
hymenopenaeus propinquus,NA,crustacea_arthropods
hypalometra defecta,NA,echinoderms
hypanus americanus,181244884,elasmobranchs
hypanus berthalutzae,181244306,elasmobranchs
hypanus dipterurus,60152,elasmobranchs
hypanus guttatus,44592,elasmobranchs
hypanus longus,60157,elasmobranchs
hypanus marianae,45925,elasmobranchs
hypanus rudis,161620,elasmobranchs
hypanus sabinus,60158,elasmobranchs
hypanus say,60159,elasmobranchs
hypereteone heteropoda,NA,polychaetes
hypereteone lactea,NA,polychaetes
hyperhalosydna striata,NA,polychaetes
hyperlophus translucidus,98472908,fish
hyperlophus vittatus,98472935,fish
hyperoglyphe antarctica,NA,fish
hyperoglyphe japonica,NA,fish
hyperoglyphe perciformis,155081,fish
hyperoodon ampullatus,10707,marine_mammals
hyperoodon planifrons,10708,marine_mammals
hyperoplus immaculatus,NA,fish
hyperoplus lanceolatus,18155982,fish
hyperprosopon anale,NA,fish
hyperprosopon argenteum,NA,fish
hyperprosopon ellipticum,NA,fish
hyphantosoma spoori,NA,molluscs
hypleurochilus aequipinnis,185141,fish
hypleurochilus bananensis,154753,fish
hypleurochilus bermudensis,46104052,fish
hypleurochilus caudovittatus,196687,fish
hypleurochilus fissicornis,185149,fish
hypleurochilus geminatus,47141089,fish
hypleurochilus langi,NA,fish
hypleurochilus multifilis,196688,fish
hypleurochilus pseudoaequipinnis,47141104,fish
hypleurochilus springeri,46104061,fish
hypnogorgia pendula,NA,corals
hypnos monopterygius,41828,elasmobranchs
hypoatherina barnesi,NA,fish
hypoatherina harringtonensis,16441120,fish
hypoatherina ovalaua,NA,fish
hypoatherina temminckii,NA,fish
hypoatherina tropicalis,NA,fish
hypoatherina valenciennei,NA,fish
hypoconcha arcuata,NA,crustacea_arthropods
hypoconcha parasitica,NA,crustacea_arthropods
hypoconcha spinosissima,NA,crustacea_arthropods
hypogaleus hyugaensis,39354,elasmobranchs
hypomesus japonicus,NA,fish
hypomesus pretiosus,NA,fish
hypoplectrodes cardinalis,NA,fish
hypoplectrodes huntii,NA,fish
hypoplectrodes jamesoni,NA,fish
hypoplectrodes maccullochi,NA,fish
hypoplectrodes nigroruber,NA,fish
hypoplectrodes wilsoni,NA,fish
hypoplectrus aberrans,190173,fish
hypoplectrus chlorurus,190121,fish
hypoplectrus gummigutta,16751128,fish
hypoplectrus guttavarius,16759093,fish
hypoplectrus indigo,16759066,fish
hypoplectrus nigricans,16759111,fish
hypoplectrus puella,16759126,fish
hypoplectrus unicolor,16759144,fish
hypopleuron caninum,137552145,fish
hypoptychus dybowskii,65134839,fish
hyporhamphus acutus,NA,fish
hyporhamphus affinis,NA,fish
hyporhamphus australis,NA,fish
hyporhamphus balinensis,NA,fish
hyporhamphus capensis,NA,fish
hyporhamphus dussumieri,NA,fish
hyporhamphus gilli,183595,fish
hyporhamphus ihi,NA,fish
hyporhamphus intermedius,NA,fish
hyporhamphus limbatus,166900,fish
hyporhamphus meeki,191197,fish
hyporhamphus melanochir,NA,fish
hyporhamphus naos,183951,fish
hyporhamphus neglectissimus,NA,fish
hyporhamphus neglectus,NA,fish
hyporhamphus picarti,198577,fish
hyporhamphus quoyi,NA,fish
hyporhamphus roberti,155080,fish
hyporhamphus rosae,183993,fish
hyporhamphus sajori,NA,fish
hyporhamphus sindensis,NA,fish
hyporhamphus snyderi,183904,fish
hyporhamphus unicuspis,NA,fish
hyporhamphus unifasciatus,166985,fish
hyporthodus acanthistius,132730,fish
hyporthodus darwinensis,64399,fish
hyporthodus ergastularius,132795,fish
hyporthodus exsul,7855,fish
hyporthodus flavolimbatus,64400,fish
hyporthodus haifensis,132828,fish
hyporthodus mystacinus,132827,fish
hyporthodus nigritus,7860,fish
hyporthodus niphobles,132734,fish
hyporthodus niveatus,7861,fish
hyporthodus octofasciatus,132772,fish
hyporthodus perplexus,64404,fish
hyporthodus quernus,44675,fish
hyporthodus septemfasciatus,132807,fish
hypothalassia armata,NA,crustacea_arthropods
hypsagonus quadricornis,NA,fish
hypseleotris cyprinoides,NA,fish
hypseleotris guentheri,NA,fish
hypselodoris bennetti,NA,molluscs
hypselodoris infucata,NA,molluscs
hypselodoris nigrostriata,NA,molluscs
hypselognathus horridus,65368756,fish
hypselognathus rostratus,65368759,fish
hypsoblennius brevipinnis,183425,fish
hypsoblennius caulopus,184022,fish
hypsoblennius exstochilus,47141177,fish
hypsoblennius gentilis,183611,fish
hypsoblennius gilberti,183781,fish
hypsoblennius hentz,46104064,fish
hypsoblennius invemar,46104071,fish
hypsoblennius ionthas,46104074,fish
hypsoblennius jenkinsi,183875,fish
hypsoblennius paytensis,183207,fish
hypsoblennius proteus,183373,fish
hypsoblennius robustus,183924,fish
hypsoblennius sordidus,183766,fish
hypsoblennius striatus,154957,fish
hypsopsetta guttulata,183514,fish
hypsurus caryi,NA,fish
hypsypops rubicundus,183367,fish
hyrtios erectus,NA,sponges
hyrtios proteus,NA,sponges
hyrtios reticulatus,NA,sponges
hyrtios violaceus,NA,sponges
hysteroconcha dione,NA,molluscs
iago garricki,41829,elasmobranchs
iago omanensis,161501,elasmobranchs
ianiropsis breviremis,NA,crustacea_arthropods
ianiropsis kincaidi,NA,crustacea_arthropods
ianthella basta,NA,sponges
iathrippa longicauda,NA,crustacea_arthropods
iathrippa sarsi,NA,crustacea_arthropods
ibacus alticrenatus,170087,crustacea_arthropods
ibacus brevipes,170026,crustacea_arthropods
ibacus brucei,169960,crustacea_arthropods
ibacus chacei,185021,crustacea_arthropods
ibacus ciliatus,170081,crustacea_arthropods
ibacus novemdentatus,170023,crustacea_arthropods
ibacus peronii,169984,crustacea_arthropods
ibacus pubescens,185002,crustacea_arthropods
icasterias panopla,NA,echinoderms
icelinus borealis,NA,fish
icelinus burchami,NA,fish
icelinus cavifrons,NA,fish
icelinus filamentosus,155216,fish
icelinus fimbriatus,NA,fish
icelinus quadriseriatus,NA,fish
icelinus tenuis,NA,fish
icelopagurus crosnieri,NA,crustacea_arthropods
icelopagurus undulatus,NA,crustacea_arthropods
icelus bicornis,NA,fish
icelus canaliculatus,NA,fish
icelus cataphractus,NA,fish
icelus euryops,NA,fish
icelus spatula,NA,fish
icelus spiniger,NA,fish
icelus uncinalis,NA,fish
ichthyapus ophioneus,190405,fish
ichthyapus selachops,183498,fish
ichthyapus vulturis,NA,fish
ichthyocampus carce,172468,fish
ichthyococcus australis,137558965,fish
ichthyococcus elongatus,137558996,fish
ichthyococcus intermedius,137559051,fish
ichthyococcus irregularis,155195,fish
ichthyococcus ovatus,190285,fish
ichthyococcus parini,137559151,fish
ichthyscopus barbatus,NA,fish
ichthyscopus sannio,NA,fish
icichthys australis,NA,fish
icichthys lockingtoni,NA,fish
iconaster longimanus,NA,echinoderms
icosteus aenigmaticus,NA,fish
idiacanthus antrostomus,137563977,fish
idiacanthus atlanticus,21133032,fish
idiacanthus fasciola,18257198,fish
idiolophorhynchus andriashevi,NA,fish
idiolychnus urolampus,130286847,fish
idiotropiscis australe,61314,fish
idiotropiscis larsonae,65368802,fish
idotea chelipes,NA,crustacea_arthropods
idotea emarginata,NA,crustacea_arthropods
idotea granulosa,NA,crustacea_arthropods
idotea linearis,NA,crustacea_arthropods
idotea metallica,NA,crustacea_arthropods
idotea neglecta,NA,crustacea_arthropods
idotea rufescens,NA,crustacea_arthropods
idotea urotoma,NA,crustacea_arthropods
igernella notabilis,NA,sponges
ijimaia loppei,13462325,fish
iliacantha liodactylus,NA,crustacea_arthropods
iliacantha sparsa,NA,crustacea_arthropods
iliacantha subglobosa,NA,crustacea_arthropods
ilisha africana,15522042,fish
ilisha compressa,46075359,fish
ilisha elongata,75156647,fish
ilisha filigera,99087971,fish
ilisha fuerthii,183757,fish
ilisha kampeni,99092368,fish
ilisha lunula,99092426,fish
ilisha macrogaster,99092571,fish
ilisha megaloptera,56852265,fish
ilisha melastoma,56852190,fish
ilisha obfuscata,201996,fish
ilisha pristigastroides,99092637,fish
ilisha sirishae,46075376,fish
ilisha striatula,99092808,fish
iluocoetes fimbriatus,NA,fish
ilyanassa obsoleta,NA,molluscs
ilyanassa trivittata,NA,molluscs
ilyarachna antarctica,NA,crustacea_arthropods
ilyarachna hirticeps,NA,crustacea_arthropods
ilyarachna nordenstami,NA,crustacea_arthropods
ilyograpsus paludicola,NA,crustacea_arthropods
ilyograpsus rhizophorae,NA,crustacea_arthropods
ilyophis blachei,NA,fish
ilyophis brunneus,199068,fish
ilyophis nigeli,NA,fish
ilypnus gilberti,183570,fish
imbricaria bacillum,NA,molluscs
imbricaria conularis,NA,molluscs
imbricaria insculpta,NA,molluscs
imbricaria pretiosa,NA,molluscs
imbricariopsis punctata,NA,molluscs
inachus parvirostris,NA,crustacea_arthropods
indobatis ori,44601,elasmobranchs
indomitrella conspersa,NA,molluscs
indomitrella puella,NA,molluscs
indomodulus tectum,NA,molluscs
indopacetus pacificus,40635,marine_mammals
indothais lacera,NA,molluscs
inegocia harrisii,NA,fish
inegocia japonica,79800251,fish
inegocia ochiaii,NA,fish
inermonephtys inermis,NA,polychaetes
iniforis turristhomae,NA,molluscs
iniistius aneitensis,187395,fish
iniistius auropunctatus,187592,fish
iniistius baldwini,187731,fish
iniistius bimaculatus,187727,fish
iniistius celebicus,187610,fish
iniistius cyanifrons,187380,fish
iniistius dea,187623,fish
iniistius evides,187402,fish
iniistius geisha,187660,fish
iniistius griffithsi,187657,fish
iniistius jacksonensis,187814,fish
iniistius melanopus,187655,fish
iniistius pavo,187705,fish
iniistius pentadactylus,187411,fish
iniistius trivittatus,187412,fish
iniistius twistii,187539,fish
iniistius umbrilatus,187399,fish
iniistius verrens,187712,fish
inimicus caledonicus,154827,fish
inimicus cuvieri,NA,fish
inimicus didactylus,NA,fish
inimicus filamentosus,114179475,fish
inimicus japonicus,NA,fish
inimicus sinensis,114179505,fish
inioteuthis maculosa,162672,cephalopods
inodrillia nucleata,NA,molluscs
insentiraja laxipella,161390,elasmobranchs
insentiraja subtilispinosa,161553,elasmobranchs
iophon proximum,NA,sponges
iotrochota baculifera,NA,sponges
iotrochota birotulata,NA,sponges
iotrochota purpurea,NA,sponges
iotyrris cingulifera,NA,molluscs
iphimediella cyclogena,NA,crustacea_arthropods
iphimediella margueritei,NA,crustacea_arthropods
iphimediella serrata,NA,crustacea_arthropods
iphinoe maeotica,NA,crustacea_arthropods
iphinoe trispinosa,NA,crustacea_arthropods
ipnops agassizii,13462777,fish
ipnops agassizii,123323501,fish
ipnops murrayi,123323471,fish
ipsa childreni,NA,molluscs
iracundus signifer,69794152,fish
iravadia quadrasi,184847,molluscs
ircinia campana,NA,sponges
ircinia felix,NA,sponges
ircinia irregularis,NA,sponges
ircinia ramosa,NA,sponges
ircinia strobilina,NA,sponges
ircinia variabilis,NA,sponges
iredalea macleayi,NA,molluscs
iridopagurus caribbensis,NA,crustacea_arthropods
iridopagurus violaceus,NA,crustacea_arthropods
irolita waitii,161655,elasmobranchs
irolita westraliensis,195457,elasmobranchs
irus macrophylla,NA,molluscs
isacia conceptionis,155309,fish
isara antillensis,NA,molluscs
isara straminea,NA,molluscs
ischnopontonia lophos,NA,crustacea_arthropods
ischyrocerus brusilovi,NA,crustacea_arthropods
ischyrocerus longimanus,NA,crustacea_arthropods
ischyromene australis,NA,crustacea_arthropods
ischyromene eatoni,NA,crustacea_arthropods
ischyromene huttoni,NA,crustacea_arthropods
iselica globosa,NA,molluscs
isistius brasiliensis,41830,elasmobranchs
isistius plutodus,60212,elasmobranchs
iso natalensis,NA,fish
iso rhothophilus,NA,fish
isocheles wurdemanni,NA,crustacea_arthropods
isocladus armatus,NA,crustacea_arthropods
isodictya kerguelenensis,NA,sponges
isogomphodon oxyrhynchus,60218,elasmobranchs
isolda pulchella,NA,polychaetes
isometra vivipara,NA,echinoderms
isophyllia rigida,133564,corals
isophyllia sinuosa,133591,corals
isopisthus parvipinnis,47147702,fish
isopisthus remifer,183342,fish
isopora brueggemanni,133182,corals
isopora brueggemanni,133189,corals
isopora crateriformis,133472,corals
isopora cuneata,133660,corals
isopora elizabethensis,133541,corals
isopora palifera,133139,corals
isopora togianensis,133602,corals
isopsetta isolepis,158626318,fish
isosicyonis alba,NA,corals
isostichopus badionotus,180519,echinoderms
isostichopus fuscus,180373,echinoderms
isostichopus macroparentheses,180313,echinoderms
isotealia antarctica,NA,corals
istiblennius bellus,48342134,fish
istiblennius colei,180125,fish
istiblennius dussumieri,48342482,fish
istiblennius edentulus,46079801,fish
istiblennius flaviumbrinus,48342133,fish
istiblennius lineatus,48342321,fish
istiblennius meleagris,48342442,fish
istiblennius muelleri,48342271,fish
istiblennius pox,46079816,fish
istiblennius rivulatus,48342441,fish
istiblennius spilotus,46079840,fish
istiblennius steindachneri,48342281,fish
istiblennius unicolor,48342337,fish
istiblennius zebra,48342379,fish
istigobius campbelli,NA,fish
istigobius decoratus,193007,fish
istigobius diadema,NA,fish
istigobius hoshinonis,170259224,fish
istigobius nigroocellatus,193053,fish
istigobius ornatus,193213,fish
istigobius rigilius,154861,fish
istigobius spence,193256,fish
istiompax indica,170312,fish
istiophorus albicans,NA,fish
istiophorus platypterus,170338,fish
isurus oxyrinchus,39341,elasmobranchs
isurus oxyrinchus,161749,elasmobranchs
isurus oxyrinchus,161750,elasmobranchs
isurus oxyrinchus,161751,elasmobranchs
isurus paucus,60225,elasmobranchs
ithycythara auberiana,NA,molluscs
ithycythara cymella,NA,molluscs
ithycythara lanceolata,NA,molluscs
ithycythara parkeri,NA,molluscs
ithycythara psila,NA,molluscs
ividia havanensis,NA,molluscs
izanami reticulata,NA,crustacea_arthropods
jacksonaster depressum,NA,echinoderms
jacquinotia edwardsii,NA,crustacea_arthropods
jaera albifrons,NA,crustacea_arthropods
jaera ischiosetosa,NA,crustacea_arthropods
jaera praehirsuta,NA,crustacea_arthropods
janicella spinicauda,NA,crustacea_arthropods
janira alta,NA,crustacea_arthropods
janira maculosa,NA,crustacea_arthropods
janolus comis,NA,molluscs
janolus hyalinus,NA,molluscs
janthina globosa,NA,molluscs
janthina janthina,NA,molluscs
janua heterostropha,NA,polychaetes
japetella diaphana,162986,cephalopods
japonactaeon punctostriatus,NA,molluscs
japonoconger caribbeus,199224,fish
japonolaeops dentatus,NA,fish
jasmineira elegans,NA,polychaetes
jaspidella blanesi,NA,molluscs
jaspidella jaspidea,NA,molluscs
jaspis stellifera,NA,sponges
jassa alonsoae,NA,crustacea_arthropods
jassa marmorata,NA,crustacea_arthropods
jasus caveorum,185085,crustacea_arthropods
jasus edwardsii,170025,crustacea_arthropods
jasus frontalis,169948,crustacea_arthropods
jasus lalandii,170072,crustacea_arthropods
jasus paulensis,169980,crustacea_arthropods
jasus paulensis,170083,crustacea_arthropods
javania cailleti,NA,corals
javania fusca,NA,corals
javania lamprotichum,NA,corals
javichthys kailolae,193787,fish
jaydia argyrogaster,NA,fish
jaydia carinatus,NA,fish
jaydia catalai,NA,fish
jaydia ellioti,NA,fish
jaydia hungi,NA,fish
jaydia lineata,NA,fish
jaydia melanopus,NA,fish
jaydia novaeguineae,NA,fish
jaydia poeciloptera,NA,fish
jaydia queketti,NA,fish
jaydia smithi,NA,fish
jaydia striata,NA,fish
jaydia striatodes,NA,fish
jaydia truncata,NA,fish
jenkinsia lamprotaenia,154793,fish
jenkinsia majua,155253,fish
jenkinsia parvula,10939,fish
jenkinsia stolifera,16465921,fish
jocaste japonica,NA,crustacea_arthropods
jocaste lucina,NA,crustacea_arthropods
jocullianassa joculatrix,NA,crustacea_arthropods
joeropsis antarctica,NA,crustacea_arthropods
joeropsis bicarinata,NA,crustacea_arthropods
joeropsis coralicola,NA,crustacea_arthropods
joeropsis dubia,NA,crustacea_arthropods
joeropsis intermedius,NA,crustacea_arthropods
joeropsis rathbunae,NA,crustacea_arthropods
johnius amblycephalus,49173495,fish
johnius australis,49177273,fish
johnius belangerii,172498,fish
johnius borneensis,49177767,fish
johnius carouna,49178040,fish
johnius carutta,49178121,fish
johnius coitor,169353,fish
johnius distinctus,49178332,fish
johnius dorsalis,49178446,fish
johnius dussumieri,49178586,fish
johnius grypotus,49180983,fish
johnius laevis,154704,fish
johnius macropterus,49181447,fish
johnius macrorhynus,49181520,fish
johnius novaeguineae,155192,fish
johnius plagiostoma,49182018,fish
johnius trachycephalus,49182073,fish
johnius weberi,91602885,fish
johnrandallia nigrirostris,165633,fish
johnsonina eriomma,154634,fish
jordania zonope,NA,fish
jorunna funebris,NA,molluscs
jorunna hartleyi,NA,molluscs
jorunna pantherina,NA,molluscs
jorunna rubescens,NA,molluscs
jorunna spazzola,NA,molluscs
josephella marenzelleri,NA,polychaetes
joturus pichardi,192944,fish
justitia longimana,170097,crustacea_arthropods
kadosactis rosea,NA,corals
kajikia albida,170322,fish
kajikia audax,170309,fish
kali indica,21113904,fish
kali kerberti,60471792,fish
kali macrodon,155106,fish
kali macrura,60471825,fish
kaloplocamus ramosus,NA,molluscs
kamoharaia megastoma,143825748,fish
kanekonia queenslandica,NA,fish
kaperangus microlepis,13458375,fish
karalepis stewarti,179029,fish
karalla daura,NA,fish
karalla dussumieri,NA,fish
karsten totoyensis,NA,fish
kathetostoma albigutta,190151,fish
kathetostoma averruncus,184006,fish
kathetostoma binigrasella,NA,fish
kathetostoma canaster,NA,fish
kathetostoma cubana,16759597,fish
kathetostoma giganteum,NA,fish
kathetostoma laeve,NA,fish
kathetostoma nigrofasciatum,NA,fish
katsuwonus pelamis,170310,fish
kaupichthys atronasus,NA,fish
kaupichthys brachychirus,155141,fish
kaupichthys diodontus,NA,fish
kaupichthys hyoproroides,195651,fish
kaupichthys nuchalis,190473,fish
kaupus costatus,65369161,fish
