spec_code,species,db,length_max,in_spp_table,table
12693,cirrhitops hubbardi,fb,8.399999618530273,TRUE,popll
5831,cirrhitus pinnulatus,fb,19,TRUE,popll
5831,cirrhitus pinnulatus,fb,19.600000381469727,TRUE,popll
4385,cirripectes alboapicalis,fb,10.199999809265137,TRUE,popll
4385,cirripectes alboapicalis,fb,7.400000095367432,TRUE,popll
4385,cirripectes alboapicalis,fb,6.800000190734863,TRUE,popll
4386,cirripectes auritus,fb,5,TRUE,popll
4387,cirripectes castaneus,fb,8.699999809265137,TRUE,popll
4387,cirripectes castaneus,fb,9.100000381469728,TRUE,popll
4388,cirripectes chelomatus,fb,11,TRUE,popll
4389,cirripectes filamentosus,fb,6.199999809265137,TRUE,popll
4390,cirripectes fuscoguttatus,fb,9,TRUE,popll
4390,cirripectes fuscoguttatus,fb,12.199999809265137,TRUE,popll
4393,cirripectes imitator,fb,9.899999618530272,TRUE,popll
4393,cirripectes imitator,fb,4.900000095367432,TRUE,popll
4393,cirripectes imitator,fb,8.300000190734863,TRUE,popll
4396,cirripectes obscurus,fb,17.5,TRUE,popll
4398,cirripectes polyzona,fb,7.400000095367432,TRUE,popll
4398,cirripectes polyzona,fb,6.900000095367432,TRUE,popll
4399,cirripectes quagga,fb,6.400000095367432,TRUE,popll
4399,cirripectes quagga,fb,7.5,TRUE,popll
4400,cirripectes randalli,fb,11.600000381469728,TRUE,popll
4400,cirripectes randalli,fb,6.099999904632568,TRUE,popll
4401,cirripectes springeri,fb,7.400000095367432,TRUE,popll
4402,cirripectes stigmaticus,fb,6.099999904632568,TRUE,popll
4402,cirripectes stigmaticus,fb,10.899999618530272,TRUE,popll
4403,cirripectes vanderbilti,fb,9.399999618530272,TRUE,popll
4404,cirripectes variolosus,fb,5.800000190734863,TRUE,popll
4404,cirripectes variolosus,fb,6.800000190734863,TRUE,popll
5268,citharinus latus,fb,32.5,TRUE,popll
2105,clarias ebriensis,fb,27,TRUE,popll
1934,clarias gariepinus,fb,50,TRUE,popll
2313,clarias liocephalus,fb,10.5,TRUE,popll
52511,cleisthenes pinetorum,fb,38.599998474121094,TRUE,popll
8838,clidoderma asperrimum,fb,42.099998474121094,TRUE,popll
8838,clidoderma asperrimum,fb,31.200000762939453,TRUE,popll
4057,clinocottus analis,fb,10.859999656677246,TRUE,popll
24,clupea harengus,fb,32,TRUE,popll
65307,clupeonella caspia,fb,14.869999885559082,TRUE,popll
1471,clupeonella engrauliformis,fb,15.600000381469728,TRUE,popll
1472,clupeonella grimmi,fb,14.079999923706056,TRUE,popll
55306,cobitis linea,fb,9.100000381469728,TRUE,popll
7895,cociella crocodilus,fb,26,TRUE,popll
16870,cocotropus monacanthus,fb,13.100000381469728,TRUE,popll
