am_sciname,valid_name,aphia_id
litoscalpellum regina,graviscalpellum regina,1423512
littorina flava,littoraria flava,446914
littorina irrorata,littoraria irrorata,419566
littorina scabra,littoraria scabra,208939
liza carinata,planiliza carinata,1509483
liza klunzingeri,planiliza klunzingeri,1509598
lizzia alvarinoae,lizzia alvarinoae,284268
lobatula lobatula,lobatula lobatula,113118
lobatus costatus,macrostrombus costatus,1429775
lobatus gallus,aliger gallus,419692
lobatus gigas,aliger gigas,1429769
lobiger souverbii,lobiger souverbii,420565
lobodon carcinophaga,lobodon carcinophagus,344008
lobophora variegata,lobophora variegata,145381
lobophyllia dentatus,lobophyllia dentata,763791
lobophyllia pachysepta,acanthastrea pachysepta,888170
lobophyllia serratus,lobophyllia serrata,763793
loligo media,alloteuthis subulata,153131
loliolus beka,loliolus (nipponololigo) beka,574532
loliolus japonica,loliolus (nipponololigo) japonica,574533
lolliguncula argus,lolliguncula (lolliguncula) argus,818073
lolliguncula brevis,lolliguncula (lolliguncula) brevis,574509
lolliguncula diomedeae,lolliguncula (loliolopsis) diomedeae,574507
lolliguncula panamensis,lolliguncula (lolliguncula) panamensis,574511
lomentaria baileyana,hooperia divaricata,1346609
longchaeus candidus,longchaeus candidus,420462
longchaeus suturalis,longchaeus suturalis,420463
lophelia pertusa,desmophyllum pertusum,1245747
lophiotoma indica,unedogemmula indica,1005409
lophioturris leucotropis,lophiotoma leucotropis,596079
lophocochlias minutissimus,lophocochlias parvissimus,765226
lophopagurus thompsoni,lophopagurus (lophopagurus) thompsoni,366499
lophopagurus triserratus,lophopagurus (australeremus) triserratus,366508
lorabela bathybia,pleurotomella bathybia,197014
lorabela notophila,strebela notophila,736324
loripes lacteus,loripes orbiculatus,875379
loripes lacteus,NA,NA
loripes lucinalis,loripes orbiculatus,875379
loxoglypta clathrata,jactellina clathrata,714900
loxomitra tetraorganon,loxomitra tetraorganon,395490
loxosoma agile,loxosoma agile,111810
loxosoma murmanica,loxosomella murmanica,111834
loxosoma pectinaricola,loxosoma pectinaricola,111815
loxosoma rhodinicola,loxosoma rhodinicola,111816
loxosoma significans,loxosoma significans,111818
loxosomella atkinsae,loxosomella atkinsae,111821
loxosomella compressa,loxosomella compressa,111824
loxosomella discopoda,loxosomella discopoda,111826
loxosomella elegans,loxosomella elegans,111827
loxosomella fauveli,loxosomella fauveli,111829
loxosomella harmeri,loxosomella harmeri,111831
anodontia ovum,euanodontia ovum,718966
anodontia philippiana,pegophysema philippiana,606159
anodontia schrammi,pegophysema schrammi,606155
anodontia vesicula,cryptophysema vesicula,718963
anomalocardia brasiliana,anomalocardia flexuosa,215265
anomalocardia squamosa,anomalodiscus squamosus,507445
anoplodactylus multiclavus,anoplodactylus glandulifer,239886
anoplodactylus perforatus,anoplodactylus cribellatus,240193
anoplodactylus simplex,anoplodactylus cribellatus,240193
anotrichium tenue,anotrichium tenue,144506
anoxycalyx joubini,anoxycalyx (scolymastra) joubini,172012
anseropoda placenta,anseropoda placenta,123985
anseropoda rosacea,anseropoda rosacea,370996
antalis antillaris,antalis antillarum,1433335
antalis disparile,paradentalium disparile,378075
antalis infracta,paradentalium infractum,344528
antalis usitatum,antalis usitata,344452
anthenoides piercei,anthenoides peircei,178061
anthenoides rugulosus,anthenoides granulosus,291635
antho penneyi,antho (acarnia) penneyi,167868
antho ridleyi,antho (acarnia) ridleyi,167872
anthocidaris crassispina,heliocidaris crassispina,513312
anthopodium rubens,callipodium rubens,289560
antigona restriculata,antigona resticulata,507478
anopsilana willeyi,no match,NA
loxosomella marsypos,loxosomella marsypos,111833
loxosomella nitschei,loxosomella nitschei,111835
loxosomella nordgaardi,loxosomella nordgaardi,111836
loxosomella obesa,loxosomella obesa,111837
loxosomella phascolosomata,loxosomella phascolosomata,111839
loxosomella polita,loxosomella polita,111840
loxosomella similis,loxosomella similis,111842
loxosomella varians,loxosomella varians,111844
lucernariopsis vanhoeffeni,calvadosia vanhoeffeni,886189
lucifer chacei,belzebub chacei,883866
lucifer faxoni,belzebub faxoni,883867
lucifer hanseni,belzebub hanseni,883865
lucina ephraimi,parvilucina ephraimi,932501
lucina pectinata,phacoides pectinatus,420800
lucina pectinata,ctena mexicana,464130
lucina pectinata,epicodakia pectinata,875468
lucina radians,callucina keenae,420785
lucina radians,NA,NA
lucinoma blakeanum,lucinoma blakeana,156790
luidia elegans,luidia sarsii elegans,752124
lumbrineris heteropoda,kuwaita heteropoda,333724
lumbrineris impatiens,scoletoma laurentiana,1491000
lumbrineris tenuis,scoletoma tenuis,382375
lumbrineris verrilli,scoletoma verrilli,421066
lunatia fringilla,euspira fringilla,419753
lunulicardia auricula,lunulicardia retusa auricula,381520
lunulicardia subretusa,lunulicardia retusa,381517
lurifax vitreus,lurifax vitreus,181098
lutraria australis,lutraria rhynchaena,216442
lutraria philippinarum,lutraria rhynchaena,216442
lygdamis indicus,lygdamis indicus,209907
lyncina aurantium,callistocypraea aurantium,1248575
lyngbya aestuarii,lyngbya aestuarii,157084
lyngbya confervoides,lyngbya confervoides,211665
lyonsia arcaeformis,lyonsia arcaeformis,197251
lyonsia arenosa,lyonsia arenosa,140290
lyonsia bracteata,lyonsia bracteata,506773
lyonsia californica,lyonsia californica,506774
lyonsia floridana,lyonsia floridana,420999
lyonsia hyalina,lyonsia hyalina,156793
lyria insignata,lyria insignita,743445
lyria nucleus,lyria pattersonia,743471
lytechinus anamesus,lytechinus pictus,513378
maasella edwardsi,maasella edwardsii,125420
macellomenia aciculata,macellomenia aciculata,180814
macoma balthica,limecola balthica,880017
macoma brevifrons,psammotreta brevifrons,606748
macoma candida,psammacoma candida,879946
macoma cleryana,psammotreta brevifrons,606748
macoma constricta,austromacoma constricta,880005
macoma expansa,rexithaerus expansa,880032
lyrodus furciferus,no match,NA
lyrodus massus,no match,NA
macoma extenuata,macoploma extenuata,879965
macoma inornata,macoploma inornata,879973
macoma limula,macoploma limula,879979
macoma mitchelli,ameritella mitchelli,878513
macoma phenax,ameritella mitchelli,878513
macoma pseudomera,pseudomacalia antillarum,849410
macoma pulleyi,macoploma pulleyi,879981
macoma secta,rexithaerus secta,880038
macoma tageliformis,macoploma tageliformis,879983
macoma tenta,macoploma tenta,879984
macoma yoldiformis,macoploma yoldiformis,879988
macrobrachium carcinus,macrobrachium carcinus,246169
macrobrachium equidens,macrobrachium equidens,220141
macrobrachium nipponense,macrobrachium nipponense,587405
macrobrachium olfersii,macrobrachium olfersii,421687
macrobrachium rosenbergii,macrobrachium rosenbergii,220137
macrocallista maculata,megapitaria maculata,863029
macrocallista nimbosa,macrocallista nimbosa,420945
macrochiridothea giambiagiae,chiriscus giambiagiae,382710
macrocoeloma subparallelum,macrocoeloma subparellelum,442100
macrocystis pyrifera,macrocystis pyrifera,232231
macrodasys caudatus,macrodasys caudatus,114607
macoma irus,no match,NA
macrobrachium dacqueti,no match,NA
macrobrachium intermedium,no match,NA
macromedaeus voeltzkowi,macromedaeus voeltzkowii,209083
macrophthalmus crinitus,macrophthalmus (mareotis) crinitus,209426
macrophthalmus depressus,macrophthalmus (mareotis) depressus,209419
macrophthalmus graeffei,macrophthalmus (macrophthalmus) graeffei,107463
macrophthalmus grandidieri,macrophthalmus (macrophthalmus) grandidierii,209420
macrophthalmus japonicus,macrophthalmus (mareotis) japonicus,367848
macrophthalmus laevis,macrophthalmus (mareotis) laevis,444955
macrophthalmus serenei,macrophthalmus (macrophthalmus) serenei,444948
macrophthalmus sulcatus,macrophthalmus (macrophthalmus) sulcatus,209428
macropodia longipes,macropodia tenuirostris,107346
macroschisma cuspidata,macroschisma cuspidatum,732501
macteola segesta,macteola interrupta,434315
mactra janeiroensis,mactrotoma janeiroensis,1043751
mactra mera,mactra grandis,505684
mactrellona iheringi,trinitasia iheringi,596612
madracis mirabilis,madracis myriaster,287111
madracis mirabilis,madracis auretenra,430664
magellania macquariensis,aerothyris macquariensis,235666
magelona cornuta,magelona cornuta,329131
magelona crenulifrons,magelona crenulifrons,329133
magelona pacifica,magelona pacifica,329151
magelona pettiboneae,magelona pettiboneae,329153
magelona phyllisae,magelona phyllisae,329154
magelona riojai,magelona riojai,329160
maja goltziana,neomaja goltziana,870204
maldane cristata,maldane cristata,329174
maldane glebifex,maldane glebifex,130303
maldane sarsi,maldane sarsi,130305
maldane theodori,maldane theodori,413981
malletia abyssopolaris,tindaria derjugini,141681
malletia obtusa,malletia pianii,1476740
mancinella deltoidea,vasula deltoidea,714225
maoricrater explorata,maoricrater exploratus,567922
marcia cordata,marcia cordata,507767
marcia hiantina,marcia hiantina,216583
marcia opima,marcia opima,507769
marcusadorea tubulosa,gemellitheca tubulosa,1516167
mareleptopoma vaubani,mareleptopoma vaubani,388314
margarites biconicus,margarites biconica,197261
margarites frigidus,cantharidoscops frigidus,576619
margarites striatus,margarites groenlandicus,141820
marginariella boryana,marginariella boryana,373474
marphysa bellii,paucibranchia bellii,1297885
marphysa stragulum,paucibranchia stragulum,1305605
marsenina glabra,marsenina glabra,140175
marseniopsis conica,marseniopsis conica,197268
marseniopsis pacifica,marseniopsis pacifica,197270
marshallaskeya elegantula,retilaskeya elegantula,565349
malleus irregularis,no match,NA
marchia triptera,no match,NA
marshallena lepta,no match,NA
marshallora nigrocincta,marshallora nigrocincta,160363
marshallora ostenta,marshallora ostenta,458229
marsupenaeus japonicus,penaeus japonicus,210371
massilina peruviana,massilina peruviana,417680
mastigoteuthis magna,magnoteuthis magna,759131
mastobranchus trinchesii,mastobranchus trinchesii,129889
mastobranchus variabilis,mastobranchus variabilis,329276
mastonia lamberti,mastonia lamberti,591694
mastoniaeforis lifuana,mastoniaeforis lifuana,591720
mathilda barbadensis,mathilda barbadensis,181093
mathilda carystia,mathilda carystia,525540
mathilda decorata,mathilda decorata,525544
mathilda malvinarum,mathilda malvinarum,533047
mathilda scitula,mathilda scitula,420422
mathilda vanaartseni,mathilda vanaartseni,420423
mathilda yucatecana,mathilda yucatecana,420424
matsubaraea fusiforme,matsubaraea fusiformis,281528
maxacteon fabreanus,punctacteon fabreanus,716736
mediomastus ambiseta,mediomastus ambiseta,157482
mediomastus californiensis,mediomastus californiensis,157483
megabalanus ajax,megabalanus ajax,535211
megabalanus azoricus,megabalanus azoricus,106224
megabalanus californicus,megabalanus californicus,394981
megabalanus coccopoma,megabalanus coccopoma,149682
megabalanus concinnus,notomegabalanus concinnus,828984
megabalanus tintinnabulum,megabalanus tintinnabulum,106225
megabalanus tulipiformis,megabalanus tulipiformis,106226
megabalanus volcano,megabalanus volcano,212570
megacalanus princeps,megacalanus princeps princeps,730985
megalasma minus,megalasma minus,535237
megalasma striatum,megalasma striatum,535238
megalobrachium festae,megalobrachium festai,487976
megalomma bioculatum,acromegalomma bioculatum,994105
megalomma heterops,acromegalomma heterops,994128
megalomma lobiferum,acromegalomma lobiferum,994106
megalomma pigmentum,acromegalomma pigmentum,994130
megalomma vesiculosum,acromegalomma vesiculosum,994123
megatrema anglicum,adna anglica,535458
meiomenia arenicola,meiomenia arenicola,391075
meixneria furva,meixneria furva,483616
melampus albus,microtralia alba,580834
melanamansia glomerata,amansia glomerata,213670
melanella jamaicensis,melanella eburnea,537003
melibe capucina,melibe capucina,593361
melibe japonica,melibe viridis,181237
melicertus canaliculatus,penaeus canaliculatus,210380
melicertus hathor,penaeus hathor,210379
melicertus kerathurus,penaeus kerathurus,246388
melaxinaea clarki,no match,NA
melaxinaea montrouzieri,no match,NA
melicertus latisulcatus,penaeus latisulcatus,210372
melicertus longistylus,penaeus longistylus,584995
melicertus marginatus,penaeus marginatus,210376
melicertus plebejus,penaeus plebejus,584998
mellita longifissa,lanthonia longifissa,880816
melliteryx parva,erycina parva,876339
membranipora isabelleana,membranipora isabelleana,1030897
membranipora tenuis,biflustra tenuis,878544
membranobalanus longirostrum,membranobalanus longirostrum,535241
mendax hebetatus,mendax hebetatus,591980
mendax trizonalis odhneri,mendax trizonalis odhneri,591962
mendax trizonaloides,mendax trizonaloides,591963
menestho albula,menestho albula,140969
mercenaria campechiensis,mercenaria campechiensis,422678
mercenaria mercenaria,mercenaria mercenaria,141919
meretrix casta,meretrix casta,507778
meretrix lusoria,meretrix lusoria,397139
meretrix lyrata,meretrix lyrata,507776
meretrix meretrix,meretrix meretrix,224891
merisca aequistriata,serratina aequistriata,877243
merisca juttingae,tellina juttingae,594084
merisca martinicensis,serratina martinicensis,877258
meristotheca procumbens,meristotheca procumbens,372324
merluccius gayi gayi,merluccius gayi gayi,272453
merisca diaphana,no match,NA
merluccius gayi peruanus,merluccius peruanus,1524920
mesacmaea mitchelli,mesacmaea mitchellii,416481
meseres trachus,pseudostichopus mollis,152565
mesochaetopterus capensis,mesochaetopterus capensis,334003
mesochaetopterus sagittarius,mesochaetopterus sagittarius,129916
mesochaetopterus taylori,mesochaetopterus taylori,157487
mesodasys adenotubulatus,mesodasys adenotubulatus,114593
mesodasys britanicus,mesodasys brittanica,378238
mesodasys laticaudatus,mesodasys laticaudatus,114595
mesodesma mactroides,amarilladesma mactroides,505790
mesophora novem,coriophora novem,719719
mesothuria lactea,zygothuria lactea,124592
metamenia triglandulata,metamenia triglandulata,340743
metapenaeopsis lata,metapenaeopsis kyushuensis,377498
metatiron triocellatus,tiron triocellatus,555610
metaverruca aequalis,metaverruca aequalis,106251
metaverruca halotheca,metaverruca halotheca,733299
metaverruca imbricata,metaverruca imbricata,1059744
metaverruca sculpta,metaverruca recta,106253
metaverruca trisulcata,metaverruca trisulcata,345640
metaxia excelsa,metaxia excelsa,419909
metaxia metaxa,metaxia metaxa,419910
metaxia rugulosa,metaxia rugulosa,419911
meropesta pellucida,no match,NA
metapenaeopsis borradailei,no match,NA
metaxia taeniolata,metaxia taeniolata,419912
metepimeria acanthurus,epimeria (metepimeria) acanthurus,1053000
metridia lucens,metridia lucens lucens,850801
metula significans,bartschia significans,490750
mexichromis kempfi,felimare kempfi,597528
microcystis sanguinea,gloeocapsa sanguinea,610146
microdictyon boergesenii,microdictyon umbilicatum,145017
microdictyon okamurae,microdictyon okamurae,214375
microdiscula vanhoeffeni,microdiscula vanhoeffeni,197282
microeuraphia permitini,microeuraphia permitini,733204
microeuraphia withersi,microeuraphia withersi,733205
microgaza fulgens,ilanga fulgens,1419699
microliotia alvanioides,microliotia alvanioides,395911
microliotia koizumii,microliotia koizumii,413928
microliotia ohashii,microliotia ohashii,413931
micromelo undatus,micromelo undatus,140121
micromussa diminuta,goniopora diminuta,886936
micromussa minuta,acanthastrea minuta,288882
